company_num,Organization Name,Industry Groups,Industry_Index
44756,BCM One,Information Technology,22
44771,Roxy,Information Technology,22
44775,Hitachi Vantara,Information Technology,22
44778,Hellometer,Information Technology,22
44798,FarmQA,Information Technology,22
44837,ConsumerOptix,Information Technology,22
44844,GlobalData,Information Technology,22
44851,SnapNHD,Information Technology,22
44852,Summit Technology Consulting Group,Information Technology,22
44864,Bedrock.ai,Information Technology,22
44887,Optimal Solutions Integration,Information Technology,22
44904,GLSS,Information Technology,22
44913,151 Research,Information Technology,22
44931,"Casentric, LLC",Information Technology,22
44955,uParts,Information Technology,22
44956,Peraton,Information Technology,22
44985,Ntiva,Information Technology,22
44990,REVMAX.io,Information Technology,22
45006,Information Services Group,Information Technology,22
45008,Binway,Information Technology,22
45014,Arity,Information Technology,22
45017,Linium LLC,Information Technology,22
45019,Platinum Data Solutions,Information Technology,22
45027,Bay1,Information Technology,22
45029,Abierto Networks,Information Technology,22
45046,Axispoint Technology Solutions Group,Information Technology,22
45047,Power It Perfect,Information Technology,22
45048,Corsearch,Information Technology,22
45056,Ike,Transportation,38
45057,Ghost,Transportation,38
45070,Uber Advanced Technologies Group,Transportation,38
45074,Northern Indiana Commuter Transportation District,Transportation,38
45096,Central Ohio Transit Authority,Transportation,38
45104,Zagster,Transportation,38
45109,TransLoc,Transportation,38
45126,BART,Transportation,38
45129,Trucker Tool,Transportation,38
45134,Boundary Layer Technologies,Transportation,38
45138,OjO,Transportation,38
45158,Torch Logistics,Transportation,38
45160,Parallel Systems,Transportation,38
45169,Traxen,Transportation,38
45176,Genesee & Wyoming,Transportation,38
45177,IndyGo,Transportation,38
45181,Local Motion,Transportation,38
45186,Tesloop,Transportation,38
45187,UniGroup Inc,Transportation,38
45191,Onward Rides,Transportation,38
45203,LaneAxis,Transportation,38
45217,Monday Motorbikes,Transportation,38
45222,Piper Networks,Transportation,38
45223,Shared,Transportation,38
45224,Fleet Advantage,Transportation,38
45233,Boxcar,Transportation,38
45239,Moovmo LLC,Transportation,38
45244,LubeZone,Transportation,38
45250,Green Commuter,Transportation,38
45252,Community Transit,Transportation,38
45256,Bandwagon,Transportation,38
45258,Whisk,Transportation,38
45261,LaneHub,Transportation,38
45262,Earth Rides,Transportation,38
45266,Organic Transit,Transportation,38
45270,Off-Spec Solutions,Transportation,38
45274,Drive My Way,Transportation,38
45278,America’s Central Port,Transportation,38
45280,Dickinson Fleet Services,Transportation,38
45281,Zipcar,Transportation,38
45283,JetBlue Airways,Transportation,38
45291,North County Transit District,Transportation,38
45297,Populus,Transportation,38
45308,Hydrophi,Transportation,38
45314,Spirit Airlines,Transportation,38
45316,Klover,Transportation,38
45327,Speedway,Transportation,38
45339,Lexus,Transportation,38
45341,CSX,Transportation,38
45354,Razor,Transportation,38
45356,GoKart,Transportation,38
45357,Old Dominion Freight Line,Transportation,38
45358,eIQ Mobility,Transportation,38
45366,CME,Transportation,38
45376,Upshift,Transportation,38
45383,Werner Enterprises,Transportation,38
45389,Piaggio Fast Forward,Transportation,38
45398,URB-E,Transportation,38
45413,United Routes,Transportation,38
45432,KSY Corporation,Transportation,38
45433,RLJ Thompson Trucking,Transportation,38
45435,Halcyon Tankers,Transportation,38
45442,NXXT Logistics,Transportation,38
45443,NYS Marine Highway Transportation,Transportation,38
45457,Logistics Plus Inc.,Transportation,38
45458,United Road Services,Transportation,38
45463,CRST International,Transportation,38
45468,Shoptomydoor (A American AirSea Cargo Limited),Transportation,38
45470,Hamelly-Bruestle,Transportation,38
45477,Landstar System Inc,Transportation,38
45481,Opus9,Transportation,38
45485,Crowley Maritime,Transportation,38
45504,Smart Warehousing,Transportation,38
45508,GreenDot Trans,Transportation,38
45509,R & R Trucking,Transportation,38
45512,Rush Enterprises,Transportation,38
45513,American Commercial Lines,Transportation,38
45516,NASCENT Technology,Transportation,38
45520,Prime Distribution Services,Transportation,38
45521,Kirby Corporation,Transportation,38
45530,Raytronics,Transportation,38
45531,Carey,Transportation,38
45536,Dryver,Transportation,38
45543,Central Freight Lines,Transportation,38
45546,U.S. Xpress Enterprises,Transportation,38
45548,Atlas Air Worldwide Holdings,Transportation,38
45554,Carrier Direct,Transportation,38
45558,PLS Logistics Services,Transportation,38
45559,TBS Factoring Service,Transportation,38
45561,Cathcart Rail,Transportation,38
45563,Saia LTL Freight Inc,Transportation,38
45564,EcoReco,Transportation,38
45574,Pacific Imperial Railroad,Transportation,38
45589,Kirsch Transportation Services,Transportation,38
45592,Fleet Car Carriers,Transportation,38
45596,Continental Tire,Transportation,38
45602,Eclipse Advantage,Transportation,38
45604,Load Delivered Logistics,Transportation,38
45606,Air Serv Corp,Transportation,38
45607,Seaboard Marine,Transportation,38
45612,Carrix,Transportation,38
45614,United States Cold Storage,Transportation,38
45615,Caribbean Transportation Services,Transportation,38
45617,UPS Supply Chain Solutions,Transportation,38
45621,Kansas City Southern,Transportation,38
45622,Fetch Logistics,Transportation,38
45624,Knight Transportation,Transportation,38
45625,HereYouGo,Transportation,38
45627,San Diego Bus & Auto Repair,Transportation,38
45634,SourceOne Transportation,Transportation,38
45639,Performance Team,Transportation,38
45641,Malibu Boats,Transportation,38
45642,FreightRoll,Transportation,38
46826,Springrole,Professional Services,31
46832,Joblist,Professional Services,31
46856,The Second Shift,Professional Services,31
46860,Will Reed,Professional Services,31
46872,Arc,Professional Services,31
46892,1stGig.com,Professional Services,31
46910,Wallbreakers,Professional Services,31
46918,Russell Reynolds Associates,Professional Services,31
46919,memoryBlue,Professional Services,31
46922,boardsi,Professional Services,31
46929,Betts Recruiting,Professional Services,31
46930,TrueBlue,Professional Services,31
46931,People 2.0,Professional Services,31
46950,The ExecRanks,Professional Services,31
46984,Step.com,Professional Services,31
46986,Yahoo!HotJobs,Professional Services,31
46991,Skyrocket Ventures,Professional Services,31
46993,Staffing Industry Analysts,Professional Services,31
46997,America's Job Exchange,Professional Services,31
47007,Team Launcher,Professional Services,31
47011,Jobspeaker,Professional Services,31
47012,Hirewell,Professional Services,31
47020,CrunchBoard,Professional Services,31
47022,The Bartech Group,Professional Services,31
47025,HeadHunter.net,Professional Services,31
47034,LayOffers,Professional Services,31
47037,Managerie,Professional Services,31
47051,Joberator,Professional Services,31
47059,randrr,Professional Services,31
47063,Financial Media Group,Professional Services,31
47066,HW Staffing,Professional Services,31
47068,Ninja Jobs,Professional Services,31
47071,JobMonkey,Professional Services,31
47076,Barrington James,Professional Services,31
47086,RecruitMilitary,Professional Services,31
47099,Association of Executive Search and Leadership Consultants,Professional Services,31
47102,BoomNation,Professional Services,31
47110,PeopleCaddie,Professional Services,31
47121,Trillium Staffing Solutions,Professional Services,31
47123,PRIDE Industries,Professional Services,31
47124,iSymmetry,Professional Services,31
47126,Jobs.com,Professional Services,31
47127,Westwood Partners,Professional Services,31
47129,Lambda,Professional Services,31
47134,"Winter, Wyman & Company",Professional Services,31
47136,Pearl,Professional Services,31
47141,SmartBrain,Professional Services,31
47146,"CPS, inc.",Professional Services,31
47162,WunderLand Group,Professional Services,31
47169,Capango,Professional Services,31
47175,Ross & Company,Professional Services,31
47176,JJA Venture Search,Professional Services,31
47177,T3 Search,Professional Services,31
47183,Give to Get Jobs,Professional Services,31
47200,Crossroads Consulting,Professional Services,31
47201,Kinect,Professional Services,31
47202,Centerline,Professional Services,31
15,Morning Consult,Data and Analytics,11
44,dscout,Data and Analytics,11
97,Modulim,Data and Analytics,11
116,Handrail,Data and Analytics,11
120,UBDI,Data and Analytics,11
175,Grand View Research,Data and Analytics,11
229,TechNavio,Data and Analytics,11
246,Dynata,Data and Analytics,11
263,Morningside Analytics,Data and Analytics,11
268,ABI Research,Data and Analytics,11
283,Best Growth Stock,Data and Analytics,11
289,Transparency Market Research,Data and Analytics,11
292,J.D. Power and Associates,Data and Analytics,11
295,MarketResearch.com,Data and Analytics,11
299,Edison Research,Data and Analytics,11
302,AYTM,Data and Analytics,11
306,C Space,Data and Analytics,11
328,Murray Biscuit Company,Data and Analytics,11
330,Niko Partners,Data and Analytics,11
336,GuruFocus,Data and Analytics,11
344,QY Research,Data and Analytics,11
357,Parks Associates,Data and Analytics,11
360,Ballast Research,Data and Analytics,11
363,EyeSee,Data and Analytics,11
375,Verified Market Research,Data and Analytics,11
378,Harris Interactive,Data and Analytics,11
382,Ethisphere Institute,Data and Analytics,11
385,Research America,Data and Analytics,11
388,20|20 Research,Data and Analytics,11
395,MoffettNathanson,Data and Analytics,11
401,PickFu,Data and Analytics,11
404,Dell’Oro Group,Data and Analytics,11
405,Consumer Intelligence Research Partners - CIRP,Data and Analytics,11
432,uSamp,Data and Analytics,11
433,Global Industry Analysts,Data and Analytics,11
439,Zion Market Research,Data and Analytics,11
444,StreamSum,Data and Analytics,11
450,Congressional Budget Office,Data and Analytics,11
453,Sentient Decision Science,Data and Analytics,11
469,Agile Education Marketing,Data and Analytics,11
470,Research Nester,Data and Analytics,11
475,HarrisX,Data and Analytics,11
478,Mindswarms,Data and Analytics,11
479,Cloudy,Data and Analytics,11
483,Cascade Insights,Data and Analytics,11
493,Philometrics,Data and Analytics,11
498,ALN Apartment Data,Data and Analytics,11
515,Up Market Research,Data and Analytics,11
516,pureprofile,Data and Analytics,11
519,Radius Global Market Research,Data and Analytics,11
521,Teenage Research Unlimited,Data and Analytics,11
539,Data Recognition Corp.,Data and Analytics,11
545,motivequest,Data and Analytics,11
550,The Washington Institute for Near East Policy,Data and Analytics,11
562,Decision Analyst,Data and Analytics,11
578,UserBob,Data and Analytics,11
579,Kenneth Research,Data and Analytics,11
597,Five Crowns Credit Partners,Data and Analytics,11
600,SurveyUSA,Data and Analytics,11
603,Shapiro+Raj,Data and Analytics,11
614,Packaged Facts,Data and Analytics,11
632,Echelon Insights,Data and Analytics,11
635,Smarty Pants,Data and Analytics,11
637,AUS,Data and Analytics,11
644,Discovery Research Group,Data and Analytics,11
648,DFC Intelligence,Data and Analytics,11
649,Provoke Insights,Data and Analytics,11
656,EyeTrackShop,Data and Analytics,11
657,InForGrowth,Data and Analytics,11
660,Exhibit Surveys,Data and Analytics,11
672,My-Take,Data and Analytics,11
676,Research N Reports,Data and Analytics,11
679,Horowitz Research,Data and Analytics,11
690,L&E Research,Data and Analytics,11
692,IC Insights,Data and Analytics,11
698,Campus Insights,Data and Analytics,11
699,Franchise Business Review,Data and Analytics,11
701,DropZone For Veterans,Data and Analytics,11
704,The Seasteading Institute,Data and Analytics,11
715,Trinds,Data and Analytics,11
723,Insight Strategy Group,Data and Analytics,11
727,iModerate,Data and Analytics,11
732,The Center for Generational Kinetics,Data and Analytics,11
740,The Radicati Group,Data and Analytics,11
747,Xtract Research LLC,Data and Analytics,11
762,RapidEngage,Data and Analytics,11
767,OTR Global,Data and Analytics,11
768,Marketing Leopards,Data and Analytics,11
774,VynZ Research,Data and Analytics,11
776,ValueAdd Research & Analytics Solutions,Data and Analytics,11
779,Kaleido Insights,Data and Analytics,11
780,Tailor Research,Data and Analytics,11
785,Datanautix,Data and Analytics,11
806,Conlumino,Data and Analytics,11
807,MacKay & Company,Data and Analytics,11
823,Market Probe,Data and Analytics,11
825,BenchFly,Data and Analytics,11
830,Cross-Tab,Data and Analytics,11
835,Greenfield Consulting Group,Data and Analytics,11
839,IMV Publishing,Data and Analytics,11
840,MMR Strategy Group,Data and Analytics,11
845,Techaisle LLC,Data and Analytics,11
847,International Institute for Analytics,Data and Analytics,11
854,Bovitz,Data and Analytics,11
864,Purchased,Data and Analytics,11
869,Sterling Research Group,Data and Analytics,11
877,Conversition,Data and Analytics,11
879,Jancyn Evaluation Shops,Data and Analytics,11
883,"MMR Research Associates, Inc.",Data and Analytics,11
885,"Honest Data, Inc.",Data and Analytics,11
886,Research Folks,Data and Analytics,11
888,Service800,Data and Analytics,11
899,Hexa Research,Data and Analytics,11
902,Wepolls.com,Data and Analytics,11
907,Security Industry Association,Data and Analytics,11
911,Market Trends,Data and Analytics,11
913,Decision Sciences Research Associates,Data and Analytics,11
914,X Plus Two Solutions,Data and Analytics,11
921,Rig Chat,Data and Analytics,11
924,Braun Research,Data and Analytics,11
926,SurveyShare,Data and Analytics,11
928,Blue Hill Research,Data and Analytics,11
930,Wharton Data Research Services,Data and Analytics,11
934,650 Group,Data and Analytics,11
937,Insights Meta,Data and Analytics,11
938,MomSights,Data and Analytics,11
939,Market.us,Data and Analytics,11
948,Wireless Assets,Data and Analytics,11
949,StrataMark Dynamic Solutions,Data and Analytics,11
950,SafeCount,Data and Analytics,11
951,MindBranch,Data and Analytics,11
953,Opinion Dynamics,Data and Analytics,11
957,MarketResearchReports.biz,Data and Analytics,11
962,QualNow,Data and Analytics,11
963,failin.gs,Data and Analytics,11
966,Research International,Data and Analytics,11
968,Crush Republic,Data and Analytics,11
970,Dan Jones & Associates,Data and Analytics,11
974,Jackson Square Group,Data and Analytics,11
976,MarketStance,Data and Analytics,11
977,TDG Research,Data and Analytics,11
982,Zagada Market,Data and Analytics,11
984,CSM Research,Data and Analytics,11
989,Interactive Educational Systems Design,Data and Analytics,11
991,Validatio,Data and Analytics,11
1014,Lordstown Motors,Manufacturing,24
1017,Nikola Motor Company,Manufacturing,24
1022,Rivian,Manufacturing,24
1027,Hydrofarm,Commerce and Shopping,6
1034,Chobani,Food and Beverage,17
1039,OmniActive Health Technologies,Health Care,21
1042,Fisker,Manufacturing,24
1044,Carbon,Manufacturing,24
1058,Navistar,Manufacturing,24
1064,PPG Industries,Manufacturing,24
1065,Amneal Pharmaceuticals,Health Care,21
1084,Zimmer Biomet,Health Care,21
1091,PrinterPrezz,Health Care,21
1095,ImagineOptix,Manufacturing,24
1101,Divergent 3D,Manufacturing,24
1103,ResMed,Health Care,21
1104,Milestone Brands,Food and Beverage,17
1108,Liquid Death,Design,12
1109,Zero Motorcycles,Manufacturing,24
1116,Farasis Energy,Energy,14
1121,Avinger,Health Care,21
1129,Cardiva Medical,Health Care,21
1134,DJO Global,Health Care,21
1140,Daring Foods,Food and Beverage,17
1141,Zap Surgical Systems,Health Care,21
1146,Prescient,Manufacturing,24
1149,Amphenol Corporation,Hardware,20
1160,Zilliant,Manufacturing,24
1163,Fast Radius,Information Technology,22
1171,Intrinsic Therapeutics,Health Care,21
1172,Big River Steel,Manufacturing,24
1173,Cirtec Medical,Health Care,21
1186,Xos Trucks,Manufacturing,24
1190,Second Sight,Health Care,21
1203,Merit Medical Systems,Health Care,21
1205,Invacare,Manufacturing,24
1210,TransDigm,Manufacturing,24
1219,Intact Vascular,Health Care,21
1227,LiquidPiston,Manufacturing,24
1230,Ball Corporation,Food and Beverage,17
1232,Aspire Food Group,Food and Beverage,17
1246,Fortify,Manufacturing,24
1247,Rebellyous Foods,Food and Beverage,17
1248,Ventec Life Systems,Health Care,21
1250,Renovia,Health Care,21
1285,Aumet,Health Care,21
1287,FactoryFour,Manufacturing,24
1297,Digital Alloys,Manufacturing,24
1298,Natural Fiber Welding,Manufacturing,24
1304,"Forterra, Inc.",Manufacturing,24
1310,WorkClout,Manufacturing,24
1312,Gembah,Design,12
1320,Stargazer Pharmaceuticals,Health Care,21
1329,Establishment Labs,Health Care,21
1333,Carpe,Health Care,21
1343,SmartLam North America,Manufacturing,24
1346,K2M,Health Care,21
1359,ACell,Health Care,21
1361,VytronUS,Health Care,21
1369,American Bath Group,Manufacturing,24
1371,Simplify Medical,Health Care,21
1382,Azul 3D,Manufacturing,24
1394,Green Bay Packaging,Commerce and Shopping,6
1395,Audi,Manufacturing,24
1407,Squatty Potty,Health Care,21
1409,Bovie Medical,Health Care,21
1416,CLIO Snacks,Food and Beverage,17
1420,Brandable,Manufacturing,24
1431,VoltServer,Energy,14
1433,AseptiScope,Health Care,21
1448,Samsonite,Manufacturing,24
1449,Flower One,Health Care,21
1463,Venator Materials,Manufacturing,24
1465,Infinitum Electric,Manufacturing,24
1468,Air Company,Food and Beverage,17
1474,Cohera Medical,Health Care,21
1476,Solta Medical,Health Care,21
1481,Halo Cannabis,Consumer Goods,9
1487,ConXtech,Manufacturing,24
1489,"OpenBOM (TM) - Newman Cloud, Inc",Manufacturing,24
1500,GlySens,Health Care,21
1505,Supply,Consumer Goods,9
1523,ReLign Corp,Health Care,21
1525,NeuWave Medical,Health Care,21
1526,Xtant Medical,Health Care,21
1533,Garwood Medical Devices,Health Care,21
1535,BlueOak Resources,Manufacturing,24
1538,Inogen,Health Care,21
1544,Paradigm Spine,Health Care,21
1561,Apothecary Products,Health Care,21
1569,Busche Performance Group,Commerce and Shopping,6
1570,Chart Industries,Manufacturing,24
1573,Lit Motors,Manufacturing,24
1576,FRX Polymers,Manufacturing,24
1592,DeZURIK,Manufacturing,24
1608,Nano-C,Manufacturing,24
1610,Cadillac,Manufacturing,24
1611,Spiracur,Health Care,21
1612,Arcanum Alloys,Manufacturing,24
1614,Energy Recovery,Energy,14
1627,Inova Labs,Health Care,21
1632,Easy Clocking,Manufacturing,24
1635,Poly6 Technologies,Manufacturing,24
1645,Titan International,Manufacturing,24
1646,MakeTime,Design,12
1650,Instrumems,Information Technology,22
1661,InfraReDx,Health Care,21
1663,UQM Technologies,Manufacturing,24
1669,Spineology,Health Care,21
1678,Sequent Medical,Health Care,21
1679,Micro Interventional Devices,Health Care,21
1684,Epsilyte,Manufacturing,24
1686,American Injectables,Health Care,21
1689,RenalGuard Solutions,Health Care,21
1691,Solsys Medical,Health Care,21
1698,IlluminOss Medical,Health Care,21
1699,SynergEyes,Health Care,21
1700,Securisyn Medical,Health Care,21
1701,Stratasys,Design,12
1705,Northstar Aerospace,Manufacturing,24
1723,American Seafoods Group,Food and Beverage,17
1725,Arstasis,Health Care,21
1730,Stuffed Puffs,Food and Beverage,17
1755,Interrad Medical,Health Care,21
1756,Amplify Surgical Inc.,Health Care,21
1763,Nanomech,Manufacturing,24
1772,Intellihot Green Technologies,Manufacturing,24
1775,Sprizzi,Consumer Goods,9
1784,Thrombolex,Health Care,21
1787,nanoGriptech,Manufacturing,24
1798,The New Primal,Food and Beverage,17
1800,Selkirk Pharma,Health Care,21
1801,PLZ Aeroscience,Manufacturing,24
1804,CHARLES & COLVARD LTD,Consumer Goods,9
1805,Surround Medical System,Health Care,21
1807,SynCardia Systems,Health Care,21
1810,Twelve,Health Care,21
1814,Belden,Hardware,20
1816,Better Bites Bakery,Food and Beverage,17
1823,BuzzBox,Food and Beverage,17
1825,Madison-Kipp,Manufacturing,24
1828,Varian Medical Systems,Health Care,21
1831,Passport Systems,Manufacturing,24
1834,Leading Pharma,Health Care,21
1840,BioLogiQ,Agriculture and Farming,2
1845,Jackrabbit,Manufacturing,24
1847,Unilife Corporation,Health Care,21
1848,Sun Dental Holdings,Health Care,21
1852,Welcome Group,Design,12
1853,Elite Aerospace Group,Manufacturing,24
1863,ForA,Food and Beverage,17
1865,Tryton Medical,Health Care,21
1877,Wright Therapy Products,Health Care,21
1883,NovaTorque,Manufacturing,24
1887,Halomine,Manufacturing,24
1888,Dr. Squatch Soap Co.,Consumer Goods,9
1889,Urbix Resources,Manufacturing,24
1890,EnerVault,Energy,14
1909,Westland Distributing,Manufacturing,24
1910,Integrity Implants,Health Care,21
1912,Polymer,Information Technology,22
1916,HeatGenie,Food and Beverage,17
1920,Aptus Endosystems,Health Care,21
1921,Master Lock Company,Manufacturing,24
1926,Aphena Pharma Solutions,Health Care,21
1936,Constellation Brands,Food and Beverage,17
1937,Trilliant Surgical,Health Care,21
1944,MEDITE Cancer Diagnostics,Health Care,21
1962,deeproot Tech,Information Technology,22
1965,Love Grown Foods,Food and Beverage,17
1979,Covercraft Industries,Manufacturing,24
1981,Shur-Line,Consumer Goods,9
1984,Paramit Corporation,Health Care,21
1985,HyperBranch Medical Technology,Health Care,21
1992,TCHO Ventures,Food and Beverage,17
1994,Laiki,Food and Beverage,17
2003,FireEye,Information Technology,22
2005,Snyk,Privacy and Security,30
2008,Dragos,Information Technology,22
2058,CyberArk Software,Information Technology,22
2066,Synack,Information Technology,22
2083,Shape Security,Information Technology,22
2091,WhiteSource,Privacy and Security,30
2100,Kenna Security,Privacy and Security,30
2104,ReturnSafe,Privacy and Security,30
2106,GoSecure,Information Technology,22
2117,Palo Alto Networks,Information Technology,22
2128,Iron Mountain,Data and Analytics,11
2143,Area 1 Security,Information Technology,22
2152,CloudKnox Security,Information Technology,22
2170,Stellar Cyber,Information Technology,22
2178,r2c,Privacy and Security,30
2202,Phantom,Information Technology,22
2211,Preempt Security,Information Technology,22
2213,Deep Sentinel,Privacy and Security,30
2219,LifeLock,Other,29
2234,Cyberhaven,Information Technology,22
2244,Grayshift,Government and Military,19
2253,Living Security,Information Technology,22
2257,Mandiant,Information Technology,22
2263,Cloudentity,Information Technology,22
2279,Cyren,Information Technology,22
2292,Modus,Privacy and Security,30
2306,PhishLabs,Privacy and Security,30
2314,Justrite Manufacturing,Design,12
2327,SECDO,Information Technology,22
2339,MedCrypt,Health Care,21
2344,Menlo Security,Information Technology,22
2350,Cymmetria,Information Technology,22
2360,iControl Networks,Privacy and Security,30
2368,SimpleSense,Government and Military,19
2369,Credible Behavioral Health Software,Privacy and Security,30
2370,Wootcloud,Information Technology,22
2373,Helm,Information Technology,22
2376,iSIGHT Partners,Information Technology,22
2402,Dark Cubed,Information Technology,22
2407,OSO,Information Technology,22
2414,Vidder,Information Technology,22
2425,Vigilant Solutions,Government and Military,19
2428,Anonyome Labs,Privacy and Security,30
2434,Keepsafe,Privacy and Security,30
2435,SEWORKS,Information Technology,22
2478,empow,Information Technology,22
2484,Crosscode,Privacy and Security,30
2485,Delta Risk,Information Technology,22
2486,Soteria,Privacy and Security,30
2488,Barkly,Information Technology,22
2509,Cyber Security Hub,Information Technology,22
2530,Dispel,Internet Services,23
2532,Lumina Analytics,Data and Analytics,11
2533,Affirmlogic,Privacy and Security,30
2540,IronCore Labs,Privacy and Security,30
2547,Active Cypher,Information Technology,22
2555,SIEMonster,Information Technology,22
2558,Advanced Cyber Security,Information Technology,22
2565,Spikes Security,Information Technology,22
2570,Zyston,Information Technology,22
2584,Disconnect,Privacy and Security,30
2606,StackHawk,Privacy and Security,30
2610,The O'Gara Group,Government and Military,19
2612,MKACyber,Information Technology,22
2622,911 security,Privacy and Security,30
2645,EyeLock,Information Technology,22
2654,InMage Systems,Privacy and Security,30
2656,Observable Networks,Information Technology,22
2670,Visual Threat,Information Technology,22
2672,HOPZERO,Information Technology,22
2679,Zeteo Tech,Information Technology,22
2686,ContentWatch,Other,29
2695,U.S. Department of Homeland Security,Government and Military,19
2703,Komand,Information Technology,22
2705,Paladin Drones,Privacy and Security,30
2722,Morphick Cyber Security,Information Technology,22
2751,"SignalSense, Inc.",Information Technology,22
2756,Knock Software,Privacy and Security,30
2778,SecuLore Solutions,Information Technology,22
2793,Intertech Security,Information Technology,22
2810,Panthera Worldwide,Education,13
2812,Lantern,Information Technology,22
2818,Tego Cyber,Information Technology,22
2823,Owl Cyber Defense,Information Technology,22
2825,Cloudkeyz,Privacy and Security,30
2830,Groupdolists,Privacy and Security,30
2832,SecondWrite,Privacy and Security,30
2843,Novi Security Inc.,Internet Services,23
2844,Drawbridge Networks,Information Technology,22
2868,SpotCrowd,Information Technology,22
2873,Cannon Cyber,Information Technology,22
2878,Rhino Hide,Privacy and Security,30
2882,Strongarm,Information Technology,22
2887,Cybersecurity and Infrastructure Security Agency (CISA),Other,29
2888,Alclear LLC,Information Technology,22
2890,Digital Authentication Technologies,Information Technology,22
2898,Sentrix,Information Technology,22
2900,Ulterius Technologies,Information Technology,22
2902,Total Digital Security,Information Technology,22
2904,KineticFuse,Information Technology,22
2909,Trivalent,Other,29
2915,RedCloud Security,Manufacturing,24
2916,StopTheHacker,Information Technology,22
2927,spotflux,Information Technology,22
2936,Sirius Computer Solutions,Privacy and Security,30
2939,Viewfinity,Privacy and Security,30
2941,Private Internet Access,Information Technology,22
2956,Global Velocity,Information Technology,22
2959,1901 Group,Information Technology,22
2966,TripleBlind,Data and Analytics,11
2977,Appcanary,Privacy and Security,30
2980,Adrenaline Mobility,Mobile,26
2993,GitLab,Information Technology,22
2997,Carbyne,Government and Military,19
3005,Change Healthcare,Health Care,21
3029,Amazon Web Services,Information Technology,22
3031,Kanarys,Information Technology,22
3032,Stem,Information Technology,22
3037,StackPulse,Information Technology,22
3044,Livongo,Health Care,21
3061,Faraday Future,Information Technology,22
3069,Centivo,Health Care,21
3081,GoodRx,Health Care,21
3093,Kinside,Health Care,21
3106,IFTTT,Information Technology,22
3124,Hello Alice,Information Technology,22
3131,Quantum,Information Technology,22
3138,Moving Analytics,Health Care,21
3150,Inrupt,Information Technology,22
3152,Allscripts,Health Care,21
3155,ANSYS,Information Technology,22
3188,Aviatrix Systems,Information Technology,22
3190,UST,Information Technology,22
3192,LogicMonitor,Information Technology,22
3196,AST&Science,Hardware,20
3200,Dina Care,Health Care,21
3209,deepwatch,Information Technology,22
3222,Alula,Health Care,21
3251,Semperis,Information Technology,22
3255,Innovium,Hardware,20
3287,Infogain Corporation,Information Technology,22
3299,CyCognito,Information Technology,22
3325,Built Technologies,Information Technology,22
3339,Stedi,Information Technology,22
3341,Openbase,Information Technology,22
3349,DataBank,Information Technology,22
3350,ScyllaDB,Information Technology,22
3353,Noyo,Health Care,21
3370,Phreesia,Health Care,21
3388,Gradle Inc.,Information Technology,22
3403,Critical Start,Information Technology,22
3416,Reflexis Systems,Information Technology,22
3418,CDK Global,Information Technology,22
3447,Unisys Corporation,Information Technology,22
3473,OODA Health,Health Care,21
3478,Oomnitza,Information Technology,22
3482,FidoCure,Health Care,21
3543,Zenoss,Information Technology,22
3552,Personetics Technologies,Financial Services,16
3553,Solera Health,Health Care,21
3559,Lucidum,Information Technology,22
3569,SentiLink,Information Technology,22
3572,XebiaLabs,Information Technology,22
3575,Arcadia io,Health Care,21
3588,Threatcare,Information Technology,22
3593,MayaData,Information Technology,22
3594,NEAR,Information Technology,22
3606,DXC Technology,Financial Services,16
3620,Infiot,Information Technology,22
3631,RudderStack,Information Technology,22
3633,Ninja RMM,Information Technology,22
3639,Covered by SAGE,Financial Services,16
3640,Tidelift,Information Technology,22
3644,Particle Health,Health Care,21
3656,Simplus,Information Technology,22
3659,PAR Technology,Information Technology,22
3660,Smartcat,Information Technology,22
3671,Yonder,Information Technology,22
3685,PriorAuthNow,Health Care,21
3689,CERE Network,Information Technology,22
3691,env0,Information Technology,22
3694,Axle,Financial Services,16
3702,Vesta Healthcare,Health Care,21
3704,Hewlett Packard Enterprise,Information Technology,22
3716,Twingate,Information Technology,22
3724,Faction,Information Technology,22
3732,WSO2,Information Technology,22
3734,FireHydrant,Information Technology,22
3740,Aurora Insight,Hardware,20
3743,Elevate Services,Information Technology,22
3748,Legalpad,Information Technology,22
3771,Scienaptic,Data and Analytics,11
3773,Cloudbreak Health,Health Care,21
3780,Prescryptive Health,Health Care,21
3781,Einblick,Information Technology,22
3789,TradeWing,Information Technology,22
3797,OpsCompass,Information Technology,22
3798,Evive Health,Health Care,21
3800,N3,Information Technology,22
3805,Alto Solutions,Financial Services,16
3818,Kadena,Information Technology,22
3819,Fiserv,Financial Services,16
3841,Avhana Health,Health Care,21
3864,Zomentum,Information Technology,22
3867,CORNAMI,Data and Analytics,11
3877,Shipsi,Commerce and Shopping,6
3891,LegalZoom,Other,29
3905,Ascent,Financial Services,16
3921,Priori,Information Technology,22
3936,Validity Finance,Financial Services,16
3949,Judicata,Data and Analytics,11
3952,Trellis Research,Information Technology,22
3954,ClaimCompass,Professional Services,31
3966,CrowdJustice,Financial Services,16
3972,DoNotPay,Internet Services,23
3973,Laird Norton Wealth Management,Financial Services,16
3975,Labaton Sucharow,Financial Services,16
3987,Franchise Group,Financial Services,16
3989,Juristat,Data and Analytics,11
3994,Assembly Software,Professional Services,31
3995,Lecorpio,Professional Services,31
4003,Momentum Funding,Financial Services,16
