Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook
Student Loan 411,https://www.crunchbase.com/organization/student-loan-411,http://schoolloan411.com/,"EdTech, Education","Education, Software","Student Loan 411 helps in lowering student loan payments, rehabilitating defaulted loans, and qualifying them for student loan forgiveness.","Student Loan 411 helps in lowering student loan payments, rehabilitating defaulted loans, and qualifying them for student loan forgiveness.",http://www.linkedin.com/company/studentl-loan-411-llc,,http://twitter.com/schoolloan411,http://www.facebook.com/schoolloan411
Student EduCare,https://www.crunchbase.com/organization/student-educare,http://www.studenteducare.com/home.html,"Apps, EdTech, Education, Messaging, Mobile Apps, Secondary Education","Apps, Education, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Software","Mobile app that improves communication for parents of K12 international students, teachers and host families","EduCare is an innovative educational product (mobile application) for enhancing the communication among parents of K12 international students, schools and host families. EduCare has been officially certified by the Chinese Ministry of Education and has investment from New Oriental, China's largest provider of private educational services. ",https://www.linkedin.com/company/student-educare,,https://twitter.com/StudentEducare,https://www.facebook.com/StudentEduCare/
Student Designed,https://www.crunchbase.com/organization/student-designed,,"Education, Internet, Software","Education, Internet Services, Software",Student Designed (SD) is an online tool that allows companies to outsource work projects to university students.,"Student Designed (SD) is an online tool that allows companies to outsource work projects to university students. Students execute projects as either 1) classwork organized by faculty, or 2) individually as freelancers. SD streamlines incoming work requests for universities, provides a simple mechanism for companies to outsource projects, and gives students an opportunity for experiential learning. When a project is completed as a class assignment, the university is paid a donation by the sponsoring business. When a project is completed by an individual, that individual is compensated directly. To the business, it’s just as though a contractor had completed the work. Projects are organized, managed, and paid for using StudentDesigned.com, insuring a high value to all parties involved. Projects vary according to major and include technical, business, and design-based tasks that range in value from $500 - $50,000.",,,,
Student Brands,https://www.crunchbase.com/organization/student-brands-2,https://www.studentbrands.com/,"Crowdsourcing, EdTech, Education, Mobile, Training","Education, Mobile, Other, Software",Student Brands is an education technology company that operates direct-to-student businesses focused on study tools and writing help.,Student Brands is an education technology company that operates multiple direct-to-student businesses focused on Study Tools & Writing Help.,https://www.linkedin.com/company/student-brands/,,https://twitter.com/StudentBrands_,
Student Advantage,https://www.crunchbase.com/organization/student-advantage,http://www.studentadvantage.com/discountcard/,"E-Learning, EdTech, Education","Education, Software",Student Advantage is dedicated to serving the needs of college students.,"Student Advantage, Inc. is dedicated to serving the needs of college students through their leading membership program and studentadvantage.com Website. With our national fee-based membership program, They have created a community of over 1,000,000 student members who receive benefits including ongoing discounts on products and services offered by over 40 national sponsors and 12,000 sponsors in 115 local markets.",,,,http://www.facebook.com/StudentAdvantageDiscountCard
Stu's Life,https://www.crunchbase.com/organization/stus-life,http://stuslife.org/boulder,"Apps, Blogging Platforms, Education, Events, News, Universities","Apps, Content and Publishing, Education, Events, Media and Entertainment, Other, Software","Stu's Life provide local events, news, deals, blogs, and classifieds on a local level.","Stu's Life and its affiliated sites provide local events, news, deals, blogs, and classifieds on a local level.  Created by students at the University of Colorado, Stu's sites displays local information using google maps and twitter.  This information includes local news, events, deals, and blogs and also consolidates the twitter feeds of local causes, organizations, and businesses.  Stu's was originally intended solely for students but is now enjoyed by many.  Stu's maintains its grassroots, non-corporate philosophy and continues to attempt to create the best free tools for worthy local causes to gain publicity.",,,http://twitter.com/StusLife,
Strut Learning,https://www.crunchbase.com/organization/strut-learning,http://www.strutlearning.com/,"E-Learning, Education, SaaS, Universities","Education, Other, Software",Strut Learning is a learning management system for innovators.,"About Strut Learning - Strut is an award-winning leader in next-generation higher education, and corporate software-as-a-service (SaaS) learning technology company focused on enrollment growth - that redefines student support. What’s a Strut? In short, we combine out of the box best in class LMS technology with an internal OPM model that empowers colleges and universities to efficiently deploy popular, high-quality online and hybrid programs in under 100 days; proven to grow enrollments. Strut invested $110M in a world-class technology platform designed to provide institutions with the power to rapidly (under 100 days) deploy a disruptive technology ecosystem and complete quality degree self-paced programs (GE, AA, BBA, BSIT, MAOL). Strut’s award-winning technology ecosystem is already in use at leading public and private institutions. Unlike others, who leverage third-party vendors to assemble a viable ecosystem - Strut delivers a proven and complete platform - able to effectively and efficiently provide instruction at scale. To help our partners modernize and optimize online offerings, we offer expert instructional planning and design services. Learn more about Strut Learning’s award-winning technologies and services by visiting our website at strutlearning.com.",https://www.linkedin.com/company/strutlearning,,https://twitter.com/strutlearning,https://www.facebook.com/pg/strutlearningLMS/
STRUT Learning,https://www.crunchbase.com/organization/strut-learning-bba5,https://www.learn2strut.com/,"Education, Information Technology, Software","Education, Information Technology, Software","Saas, EQTech, HealthTech, Education, Social-Emotional Learning, Emotional Intelligence,","STRUT develops adaptive emotional intelligence (EQ) technologies to improve access, delivery, and measurement of Social Emotional Learning within schools and communities. They adapt to learning preferences, emotional intelligence, and emotional states. Our solutions overcomes issues of schedule, time, cost, expertise, access, and real-time data.  EQ technology adaptation increase learning engagement, speed, retention, and measurement. The curricula integrates social studies and c, allowing the current schedule while increasing SEL from 30 min to 2.4 hours a week. Diagnostic tools add teacher and parent data to further confirm student self-reports.  The self driven app reduces the need for SEL textbooks, experts, and workshops, while providing teachers access to an individual’s academic, learning, and emotional intelligence data.",http://www.linkedin.com/company/learn2strut,,http://twitter.com/learn2strut,https://www.facebook.com/social.strutlearning/
StrongMind,https://www.crunchbase.com/organization/strongmind,https://www.strongmind.com,"E-Learning, EdTech","Education, Software","StrongMind's education technology platform includes student information system, LMS, PSP and more.","At StrongMind, they believe every child deserves a great education. So they continually push the boundaries in curriculum and technology to enable schools around the country to provide a top quality education for as many students as possible. At StrongMind, thier mission is to empower educators and schools across America to democratize education, enabling students to learn through relevant and engaging digital experiences that unlock the magic of learning and drive improved academic outcomes.",https://www.linkedin.com/company/15209665/,,https://twitter.com/strongmindedu,https://www.facebook.com/strongmindedu
StrongLoop,https://www.crunchbase.com/organization/strongloop,http://strongloop.com,"Consulting, Logistics, Software, Training","Education, Professional Services, Software, Transportation",StrongLoop develops application programming interface (API) tiers for connecting enterprise data to devices and browsers using Node.js.,"StrongLoop is based in San Mateo, CA and employs over 30 developers working with Node.js. StrongLoop develops StrongLoop Suite, a leading Mobile API Tier along with being the primary code contributor to Node.js. StrongLoop Suite includes an open source private mBaaS, an operations console and a supported package of Node.js, containing advanced debugging, clustering and support for private npm registries. StrongLoop was founded by Node core-contributors, Enterprise mobile architects and veterans of open source and Could companies.  StrongLoop is backed by Ignition Partners and Shasta Ventures and includes Marten Mickos, CEO of Eucalyptus (previously MySQL) as an advisor.",https://www.linkedin.com/company/strongloop-inc-,,http://twitter.com/StrongLoop,http://www.facebook.com/strongloop
Stromberg,https://www.crunchbase.com/organization/stromberg,http://www.stromberg.com,"Project Management, Software, Training","Administrative Services, Education, Other, Software",Stromberg is a leading provider of time and attendance software solutions for mid- to large-sized companies.,"Stromberg is a leading provider of time and attendance software solutions for mid- to large-sized companies. Stromberg Enterprise provides an intuitive system that allows supervisors to manage employees' time and attendance with accuracy, calculate job and labor data to control expenses, and prepare timely payrolls with unmatched reliability.",https://www.linkedin.com/company/stromberg_24578/about/,,https://www.twitter.com/kronosinc,https://www.facebook.com/kronosincorporated
Stroll,https://www.crunchbase.com/organization/stroll,http://www.stroll.com,"EdTech, Education","Education, Software",Pimsleur Approach offers audio-based language learning courses for over forty different languages.,Pimsleur Approach offers audio-based language learning courses for over forty different languages.,https://www.linkedin.com/company/stroll/,,https://www.twitter.com/pimsleurtweets,https://www.facebook.com/pimsleurapproach
STRIVR,https://www.crunchbase.com/organization/strivr-labs-inc,http://www.strivr.com,"Corporate Training, Enterprise, Enterprise Software, Information Technology, Software, Training, Virtual Reality","Education, Hardware, Information Technology, Other, Software","STRIVR is an information technology company that specializes in virtual reality, customer experience, and athlete performance.","STRIVR is an information technology company that specializes in virtual reality, customer experience, and athlete performance. It transforms the way companies train and develop their employees by using virtual reality to simulate real-world and on-the-job situations designed for enhanced learning to help companies grow.",https://www.linkedin.com/company/strivr,,https://twitter.com/STRIVRlabs,https://www.facebook.com/strivrlabs
String,https://www.crunchbase.com/organization/string,http://www.string.bz,"EdTech, Education, Software, Teenagers","Community and Lifestyle, Education, Software",Computer programming for kids/teens,"String teaches kids and teens core concepts in computer science and programming by breaking down its abstract concepts. String's workshops teach students how to decompose problems logically and how to read and write in a formal programming language. This type of algorithmic thinking and expression equips their students with a technical skillset valuable in today's competitive educational arena. String's workshops use coding as a means to learn how to think -- an excellent way to boost creativity, think about problems, and come up with ways to solve those problems since coding involves abstract thinking as well as procedural and functional thinking. These are all essential skills for learning how things work and solving problems.",,,http://twitter.com/TeamString,http://www.facebook.com/stringllc
Stride Academy,https://www.crunchbase.com/organization/stride-academy,http://strideacademy.com,"EdTech, Education","Education, Software",Stride Academy is an online cross-platform adaptive learning solution for school children.,"Online Learning Technology STRIDE Adaptive Technology diagnoses individual students’ strengths and skill gaps on common core & state standards, then automatically scaffolds curriculum up or down to accelerate or remediate the student accordingly. Fully automated learning allows educators to amplify their coverage to more students, and pinpoint learners who need individualized help or remediation. Teach more students than any product thanks to 100% tablet compatibility for all computer learning games and learning content, an exclusive in the motivational learning space. Stride Academy features voiceover support for our questions and rationales, which extends use to ESL, early readers and special needs children. Stride Academy is fully compatible with iPad, as well as Windows, Mac & Linux computers running modern browsers. Motivated learning involves three key elements: technology, games, and social appeal. In other words, today’s students are empowered to achieve academically when learning takes place using educational software that rewards success with entertainment, and connects them to their peers as they compete in an exciting virtual world.",,,,
Stride,https://www.crunchbase.com/organization/k12,https://www.stridelearning.com/,"E-Learning, Education, Internet","Education, Internet Services, Software",Stride is an education company that sells online schooling and curriculum to state and local governments.,"Stride is a for-profit education company that sells online schooling and curriculum to state and local governments. K12's educational products and services are designed as alternatives to traditional ""brick and mortar"" education, and are suitable for public school students, from Kindergarten through to 12th grade.",http://www.linkedin.com/company/164570,,http://twitter.com/K12Learn,http://www.facebook.com/K12inc
Stremor,https://www.crunchbase.com/organization/stremor,http://www.stremor.com,"Language Learning, Mobile, Search Engine, Software","Education, Internet Services, Mobile, Software","Stremor is language processing software enabling users to work with text, unstructured data, and voice inputs.","Stremor was created to provide technology solutions that enable content platforms to effectively support the evolution of online media towards an array of connected devices and systems. An intelligent content-aware foundation is necessary for the needs of multiple screens in varying contexts and use-cases. To this end, we raised capital at an $8M valuation in March 2012. The Stremor Corp team consists of CEO, Bill Irvine, a successful entrepreneur in the fields of digital marketing, emerging media, and online community; CFO, Stephen Melzer, a finance professional with deep startup and fundraising experience; CTO, Brandon Wirtz, a pioneer in video analysis, search engine exploitation, and content development; and VP of User Experience, Greg Rewis, a web standards guru, published author, veteran creator of web technologies, and former chief evangelist for Adobe. Today, Plexi NLP is delivering the technologies we set out to create. A foundation layer that interprets language to evaluate content context, value, authority, sentiment, meaning, and relationships, it enables the future of online media. With a focus on effective monetization of the core technology, Stremor is working with developers to integrate Plexi NLP into platforms for content creation, discovery, voice interfaces, consumption and language analysis for big data.",,,http://twitter.com/citzenj,
Stream57,https://www.crunchbase.com/organization/stream57,http://stream57.com,"Advertising, Broadcasting, Education, Information Technology, Internet, Marketing, Social Media, Software, Video","Advertising, Education, Information Technology, Internet Services, Media and Entertainment, Sales and Marketing, Software, Video",Rich Media Technology Solutions,"Stream57 is an energetic team that believes in the power of the Internet for learning, marketing and entertainment, with offices in New York and London and servers around the globe. StreamLine 2.9, Stream57's cutting-edge webcast and rich media software suite, brings a new level of interactivity to online video presentations and e-learning. Recently named #745 in the Inc. 5000 list of Fastest Growing Private Companies, Stream57 was founded in 2001 by President Ben Chodor, and has provided software and services for rich media delivery, webcasting, Satellite and e-learning solutions for a wide range of distinguished clients, including several Fortune 1000 corporations, charities, higher education institutions, media, publishers, finanacial and health care organizations.",,,,
Strand,https://www.crunchbase.com/organization/solutionloft,http://www.trystrand.com/,"Developer Tools, Education, Enterprise Software, Information Technology, Messaging, Software","Education, Information Technology, Internet Services, Messaging and Telecommunications, Software","Strand helps teams save what's important from chat and email, so you can ask less and do more.","""Skip questions, get answers. Strand helps teams save what's important from chat and email, so you can ask less and do more. Learn more at https://www.trystrand.com. Strand (formerly known as SolutionLoft) is backed by General Catalyst’s Rough Draft Ventures and First Round Capital's Dorm Room Fund, and is advised by Joel Spolsky (founder of Stack Overflow and Trello) and Geoffrey Garrett (Dean of the Wharton School).""",,,https://www.twitter.com/trystrand,https://www.facebook.com/pg/trystrand/
StraighterLine,https://www.crunchbase.com/organization/straighterline,http://www.StraighterLine.com,"E-Learning, Education, Internet","Education, Internet Services, Software",StraighterLine is enabling thousands of students to affordably obtain their degrees.,"As the cost of higher education skyrockets and the average household income declines, StraighterLine is enabling thousands of students to affordably obtain their degrees. StraighterLine provides online, self-paced, pay-as-you-go introductory level college courses for $99 per month or $1000 per year . The goal of this company is to increase access and affordability and lower the cost threshold for starting in college. Through StraighterLine, students are able to inexpensively take their core courses online and then seamlessly transfer those courses for credit at accredited partner universities to earn their ultimate degree.",http://www.linkedin.com/company/straighterline,,http://twitter.com/straighterline,http://www.facebook.com/Str8erLine
"Storyvine, Inc.",https://www.crunchbase.com/organization/storyvine,http://storyvine.com/,"Corporate Training, Education, Marketing Automation, Mobile, Video","Education, Media and Entertainment, Mobile, Sales and Marketing, Software, Video","Storyvine is guided video, enabling video creation and management at scale.","A video platform that uses an app to guide users through a structured mobile capture, to record video anywhere, anytime. Video is uploaded into the cloud and edited into a polished fully-customized template in near real time for a fraction of the cost of a film crew. Our web based management system allows users to capture content, curate, and manage it in a simple way unlike any other system. Storyvine is the answer for branded video content.",https://www.linkedin.com/company-beta/4808628/,,https://twitter.com/StoryvineInc,https://www.facebook.com/Storyvineinc/
StoryTold,https://www.crunchbase.com/organization/eye2eye-chat,http://storytold.io,"EdTech, Education, Gamification, Mobile Apps, Private Social Networking","Apps, Community and Lifestyle, Education, Gaming, Mobile, Software",Digital Storytelling for Parents,"StoryTold is a platform (Web, iOS, Android) for meaningful one-on-one communications of parents and their school-age children.  StoryTold individually educates parents to write cool stories in the familiar Web-interface. Then we make this stories look like Snapchat Discover Stories in child’s mobile app. Focus on individualization - prompts, tips, content, notifications, etc. I.e., hard-working mother of 12yo daughter gets completely different experience from the divorced father of the 8yo boy. We called this algorithm G.R.A.F.-engine. It makes parents write the stories that their children eager to read and comment. A parent receives weekly analytics on their progress in communication. Data-driven parenting. StoryTold narrows generation gap providing a unique hand-picked content feed tailored to one’s interests and situation. Every piece of content (story prompts, tips, lessons, articles, etc) is crowdsourced by a dozen of diverse US parents and family psychologists through StoryTold collaboration framework.",https://www.linkedin.com/company/15207831/,,https://twitter.com/StoryTold_io,https://www.facebook.com/eye2eye.chat
Storypanda,https://www.crunchbase.com/organization/storypanda,http://www.storypanda.com,"Education, iOS","Education, Mobile, Platforms, Software","Storypanda is a kids media brand building interactive products for kids and parents to read, create and share their own books on the iPad.","We've updated the family reading experience for the iPad generation by allowing kids and parents to read, create and share their own stories.  By using our story templates and core animations, families use their creativity to create together.  We've partnered with major TV networks, publishers and indie authors to keep new stories and story templates stocked on our Storypanda bookshelf. One app, unlimited stories and unlimited creative potential!",http://www.linkedin.com/company/storypanda,,http://twitter.com/storypanda,http://www.facebook.com/Storypanda
StoryJumper,https://www.crunchbase.com/organization/storyjumper,http://www.storyjumper.com,"Content, EBooks, EdTech, Education","Content and Publishing, Education, Media and Entertainment, Software",StoryJumper is the #1 rated site for creating story books,"StoryJumper is a leading education tech platform that makes it easy to publish your own children's story book. Our worldwide community of students, teachers, and parents provide an encouraging audience for any author, whether you're 5 or 95. Stories can be enjoyed on mobile/desktop devices or as professionally printed hardcover books.",,,http://twitter.com/storyjumper,http://www.facebook.com/pages/StoryJumper/138914163254
Storyboard That,https://www.crunchbase.com/organization/storyboard-that,http://www.storyboardthat.com,"Apps, EdTech, Enterprise Software, Information Technology, Mobile, Mobile Apps, Product Design, Social Media, Software","Apps, Design, Education, Information Technology, Internet Services, Media and Entertainment, Mobile, Software",Storyboards for software development,"Storyboard that leverages the power of storytelling in the work place with visual communication by providing a fast and fun web based tool.  Storytelling is a powerful way to communicate ideas, explain processes, and document business requirements (agile user stories).  By focusing on what to say instead of how to say it, people are free to think big picture.  The playful nature of the storyboards encourages collaboration in ways a bullet point list, just doesn’t.",https://www.linkedin.com/company/storyboard-that/,,http://twitter.com/StoryboardThat,https://www.facebook.com/storyboardthat
Story2,https://www.crunchbase.com/organization/story-to-college,http://story2.com/hirepower,"Career Planning, E-Learning, EdTech, Education, Information Services","Education, Information Technology, Professional Services, Software","Story2 is a provider of a platform used to expand speaking, writing, and collaboration through online storytelling.","Story2 is a provider of a platform used to expand speaking, writing, and collaboration through online storytelling. Its platform uses the power of storytelling to expand writing confidence and persistence in college admissions, job search, and on the job by replacing empty words with vibrant, personal stories and writing that enable students to overcome the hurdles of the college admissions process as well as receive scholarships.",https://www.linkedin.com/company/story2,Pledge 1%,https://twitter.com/story2,https://www.facebook.com/Story2LLC
Story Street Labs,https://www.crunchbase.com/organization/story-street-labs,http://storystreetlabs.com,"Communities, Education, Mobile, Mobile Apps, News, Social Media","Apps, Community and Lifestyle, Content and Publishing, Education, Internet Services, Media and Entertainment, Mobile, Software","Story Street Labs is a global social platform for writing, reading, and sharing creative stories in short-form.  ","Story Street Labs is a social platform for reading and sharing creative stories in short-form. We are building a vibrant, new ecosystem where everyday people can escape their lives, rekindle their creativity, be seen, and find others like them. Eighty-percent of our users are Millennials. Two-thirds are women.",,,https://twitter.com/StoryStreetLabs,https://www.facebook.com/storystreetlabs
StormWind Studios,https://www.crunchbase.com/organization/stormwind-studios,http://stormwind.com,"Corporate Training, EdTech, Training","Education, Software","StormWind is redefining the IT training market with massively engaging, Hollywood style live and on demand training at 1/4 the cost.","StormWind is redefining the IT training market with massively engaging, Hollywood style live and on demand training at 1/4 the cost. With over 20,000 B2B clients, StormWind is disrupting the large but static classroom IT training space. IT professionals don’t have the time, money or patience anymore to spend a week out of the office in a boring IT training class. StormWind has revolutionized the delivery experience with engaging, short-burst 45 minute class sessions and a Net-flix like all you can eat library approach to lT learning.",http://www.linkedin.com/company/stormwind,,http://twitter.com/StormWindLive,http://www.facebook.com/StormWindLive
Storkie Express,https://www.crunchbase.com/organization/storkie-express,http://www.storkie.com,"E-Commerce, EdTech, Education, Events, Gift Card","Commerce and Shopping, Education, Events, Financial Services, Media and Entertainment, Software","Storkie Express is an online source for custom-printed invitations, cards, and announcements for a wide range of special occasions.","Storkie Express is a leading online source for unique custom-printed invitations, cards, and announcements for a wide range of special occasions. The company's focus is on high quality stationery at affordable prices, with a top-notch customer experience.  Genres range from wedding invitations to baby announcements, Christmas cards to party invitations, and much more.  The company is committed to innovation and technology to facilitate an unparalleled stationery customization and ordering process.  Storkie's iDesign platform allows visitors to completely change all of the text and wording layout on any invite, and Storkie's exclusive Dynamic Designs allow visitors to customize graphics and color combinations in real-time.  Storkie is quickly becoming a household name as both an online stationer and an innovative technology company. Visit the Storkie blog at http://www.storkie.com/blog and follow Storkie Express on Facebook and Twitter for all of the company's latest news, along with tips, trends, and party planning ideas. More info: http://www.storkie.com Join Storkie on Facebook: http://www.facebook.com/storkie Follow Storkie on Twitter: http://twitter.com/storkie",,,http://twitter.com/Storkie,http://www.facebook.com/storkie
Stoodle,https://www.crunchbase.com/organization/stoodle,http://stoodle.ck12.org,"E-Learning, Education, Non Profit","Education, Other, Software",Stoodle is an education application that allows peers to learn and teach other online.,"Stoodle is a peer-to-peer learning application that coalesces both high-quality content and interactive tutoring to enhance the student experience. Stoodle hopes to diminish the national achievement gap by providing a flexible, free, and personalized system that caters to students’ needs. The non-profit organization focuses on creating inter and intra school networks that supplement students’ education. Through an interactive whiteboard, supplemented by aggregated content, tutors can effectively teach students.",https://www.linkedin.com/company-beta/3565611/,,https://twitter.com/stoodleck12,https://www.facebook.com/pg/stoodleCK12/about/?ref=page_internal
StockCharts.com,https://www.crunchbase.com/organization/stockcharts-com,http://stockcharts.com/,"Education, Financial Services, Software","Education, Financial Services, Software","StockCharts.com provides online investors with high-quality technical charts for US and Canadian stocks, funds and indexes.","StockCharts.com provides online investors with high-quality technical charts for US and Canadian stocks, funds and indexes. They have won the prestigious “Readers Choice Award for Best Technical Website” from the readers of Stocks & Commodities magazine for every year since 2002. Their SharpCharts charting tool allows anyone to quickly create high-quality bar and candlestick charts using any web browser - no plug-ins are required. They can then add technical indicators and line studies to analyze stocks and determine advantageous buy and sell levels. Many other kinds of technical charting tools are also available on the website. StockCharts also provides expert commentary from industry legends John Murphy and Martin Pring as well as frequent technically-focused articles from Arthur Hill, Greg Schnell, Carl Swenlin, Erin Heim, Gatis Roze, and more. Finally, StockCharts.com is the home of the ChartSchool - the biggest online collection of technical analysis articles available anywhere.",https://www.linkedin.com/company/1237013,,https://twitter.com/stockchartscom,https://www.facebook.com/stockchartsdotcom
Sterling Ledet Adobe Training,https://www.crunchbase.com/organization/sterling-ledet-adobe-training,http://www.ledet.com,"Consumer Electronics, Education, Software, Training","Consumer Electronics, Education, Hardware, Software",Adobe Authorized training centers,"Sterling Ledet & Associates has been an Adobe Authorized training partner since 1996. Regularly scheduled, hands-on, instructor-led training classes are offered on Acrobat, After Effects, AIR, Captivate, ColdFusion, Contribute, Creative Suite, Dreamweaver, Flash, Flex, FrameMaker, Illustrator, InDesign, LiveCycle Designer, Photoshop, Premiere, and RoboHelp.",,,http://twitter.com/sjledet,http://www.facebook.com/LedetTraining
Steppingblocks,https://www.crunchbase.com/organization/steppingblocks,http://www.steppingblocks.com,"Analytics, Artificial Intelligence, Big Data, Higher Education, Software","Artificial Intelligence, Data and Analytics, Education, Science and Engineering, Software",Steppingblocks is a data analytics platform that uses big data to help users make intelligent decisions.,Steppingblocks is a data and analytics engine that provides workforce and education outcome insights on over 100 million individuals in North America.  Steppingblocks' Student Platform provides digital career counseling based on real-world data and resources for data-driven career development.,https://www.linkedin.com/company/steppingblocks,,https://www.twitter.com/steppingblocks,https://www.facebook.com/steppingblocks/
STEMscopes by Accelerate Learning,https://www.crunchbase.com/organization/stemscopes-by-accelerate-learning,http://www.stemscopes.com/,E-Learning,"Education, Software","STEMscopes by Accelerate Learning has grown from a single product, to a brand that now offers a variety of curriculum.","Accelerate Learning, in conjunction with Rice University, has created the most widely used PreK-12 science curriculum in Texas, STEMscopesTM — and it’s now available nationally. It’s the teachers favorite science program and now serves more than 4 million students. STEMscopes is a digital science solution for PreK through 12th grade students offering three core curriculum programs, STEMscopes K-12, STEMscopes NGSS, and STEMscopes Early Explorer. Born from the lab and penned by the hands of expert teachers, STEMscopes has always had its ear to the ground, taking in feedback, best practices, and the latest pedagogy to develop the most effective STEM curriculum. Each curriculum is supported by STEMcoach, a professional development portfolio offering a free STEM community that allows teachers to share best practices and lessons while learning from experts in the field, embedded professional development within the program, and onsite launch, advanced & coaching and mentoring sessions. ",https://www.linkedin.com/company/2711942,,,
STEM-C Children's Books,https://www.crunchbase.com/organization/stem-c-children-s-books,https://stemchildrensbooks.com/,E-Learning,"Education, Software",STEM-C Children's Books is an interactive learning company,"STEM-C Children's Books is an  operator of an interactive learning company. The company focuses on character development education for early elementary school children by expanding scientifically sound content, a digital platform to leverage interactive reading and exploring animated learning for the young minds.",,,https://twitter.com/enteletrons,
STEM Center USA,https://www.crunchbase.com/organization/stem-center-usa,https://www.stemcenterusa.com,"E-Learning, Education, Robotics","Education, Hardware, Science and Engineering, Software",STEM Center USA inspires the next generation of STEM leaders by developing a passion for STEM careers at a young age.,"STEM Center USA inspires the next generation of STEM leaders by developing a passion for STEM careers at a young age and maintaining interest throughout middle and high school. The institute provides students with an education that excites, engages, and enriches through a learn-by-doing curriculum. STEM Center USA was founded in September 2011 and is based in Claremont, California.",https://www.linkedin.com/company/3027035?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1432225000503%2Ctas%3ASTEM%20Center%20USA,,https://www.twitter.com/stemcenterusa,https://www.facebook.com/STEMCenterUSA?fref=ts
STEEZY,https://www.crunchbase.com/organization/steezy,https://www.steezy.co/,"Content, E-Learning, Fitness, Sports, Video on Demand, Video Streaming","Content and Publishing, Education, Media and Entertainment, Software, Sports, Video",STEEZY creates online dance classes with the world’s best instructors.,"Our mission is to make dance the next big sporting and fitness category. We've built our own proprietary video player that makes learning dance easy and fun. Our instructors have danced with major artists or shows including Justin Timberlake, Justin Bieber, BTS, NBC’s ""World of Dance”, and “America’s Best Dance Crew”.",https://www.linkedin.com/company/steezystudio,,https://twitter.com/steezystudio,https://www.facebook.com/steezystudio
Statistics Assignment Experts,https://www.crunchbase.com/organization/statistics-assignment-experts,http://www.statisticsassignmentexperts.com,"CRM, EdTech, Education, Information and Communications Technology (ICT), Information Technology, Software","Education, Information Technology, Sales and Marketing, Software",Statistics Assignment Experts provides online assistance for students requiring help with statistic math homework and projects.,"Statisticsassignmentexperts.com is an organisation committed to providing world class education solutions in the subject of Statistics to students across the globe. Its founding members are a group of highly qualified and self-driven professionals. We specialise in offering a multitude of educational services to students for Statistics, who are studying in various institutes and universities, be it assignments, online tutoring, project work, dissertation/thesis, or exam preparation. When it comes to information and communication technologies, we employ state-of-the-art and latest tools and technology to connect with students and expert tutors. Students from various countries including the USA, UK, Canada, UAE and Australia have used our services for the past several years to achieve excellence in their academic and professional pursuits. Statisticsassignmentexperts.com works closely with its strong and dynamic team of subject experts to create new models for exchange of information, in consonance with the changing needs of students as well as academic and professional programs. Statistics includes various activities like gathering, investigation, elucidation and arrangement of accessible data. The multiple concepts involved in Statistics are interrelated; hence students find it difficult to carry out these activities efficiently.  Thus, there arises the need for experts who can break down complex concepts and present them in a simple and understandable manner. We at statisticsassignmentexperts.com provide you detailed solutions for all your statistics related requirements. Our panel of statistics experts will help you solve both basic as well as advanced statistics related problems. All our statistics experts are experienced professionals with an in-depth knowledge of their respective areas. They have the potential to crack your toughest statistics problems in a matter of just few minutes. Our statistics tutors will provide well explained answers to all of your questions with step by step solutions so that you can easily understand complex concepts.  They are proficient in all the latest statistics related software and can cater to entire array of your needs in Statistics.",,,http://twitter.com/StatsExprts,http://www.facebook.com/statisticsassignmentexperts
StatFuse,https://www.crunchbase.com/organization/statfuse,https://statfuse.com/,"EdTech, Education","Education, Software",StatFuse is an educational website that helps high school students enter their dream colleges.,"StatFuse is an educational web application geared towards helping students with the college admissions process. Students fill out an extensive academic application and our prediction algorithm will automatically tell students what their chances are of getting into college. StatFuse was launched in 2012 and is operated from La Mirada, California.",https://www.linkedin.com/company/statfuse?trk=company_logo,,https://twitter.com/gotstatfuse,https://www.facebook.com/StatFuse
Starweaver,https://www.crunchbase.com/organization/starweaver-group-inc,https://www.starweaver.com,"Continuing Education, Corporate Training, E-Learning, Education, Event Management, Information Technology, MOOC","Education, Events, Information Technology, Media and Entertainment, Software",Starweaver Group develops a SaaS technology and media platform that delivers habit-changing education in tech and business.,"Starweaver is a technology and media expert platform that delivers a completely new, immersive, compelling, and connected education experience for technology and business professionals. Its activity-based alive education delivers dynamically personalized job role and skill-based training related to each student’s unique attributes in a social and connected environment in five principal domains: data science, cloud computing, full-stack development, agility and stability frameworks, and business skills. Its free platform enables anyone to use amazing tools to build skill-based atomic habits and excel in their job.",https://www.linkedin.com/company/starweaver,,https://www.twitter.com/starweavergroup,https://www.facebook.com/starweavergroup
Startuptrivia,https://www.crunchbase.com/organization/startuptrivia,http://startuptriviadaily.com/archive,"Apps, Education, Internet, Software","Apps, Education, Internet Services, Software",A mobile app for Android and iOS.,"Startup Trivia Daily tests your knowledge of startup culture and investing. Daily questions in multiple choice format cover topics and terminology from the arcane to the commonly misunderstood to the lawyer-geeky. This app is a fun way to learn about and keep up with the ""inside baseball"" of startup founders, angel investors and the Twitteratti obsessed with all things startup. ",,,,
