Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook,CB Rank (Organization)
ConnecPath Inc. (WeAdmit.io),https://www.crunchbase.com/organization/connecpath,https://www.weadmit.io/,"Education, Information Technology, Marketplace","Commerce and Shopping, Education, Information Technology",A managed marketplace that builds the perfect online college counseling team to help high schoolers get into their dream schools.,"We take the stress of college applications off parents' shoulders, while ensuring their child is set up for success! As we work together to build high schoolers' personal college counseling team we’ll support them through regular coaching sessions, application reviews, essay revisions, scholarship advice, and more. This team will be there every step of the way to guide parents and their parents as they prepare for college applications and beyond. The best part? The amount they pay is dependent on where students get into college, so parents can spend less time worrying about fees and more time preparing them for this next phase in their life.",https://www.linkedin.com/company/weadmit,,https://twitter.com/WeAdmitio,https://www.facebook.com/weadmit/,"51,412"
Admittedly,https://www.crunchbase.com/organization/admitted-ly,http://admittedly.com,"Advice, Education","Education, Media and Entertainment","Admittedly is an online college advisory platform with free tools for high school students, parents, and high school guidance counselors.","Admittedly is an online college advisory platform with free tools for high school students, parents, and high school guidance counselors. The website features interactive profiles of various schools in the U.S. Its users can also reach out to current students and alumni to find information about a school and obtain advice. Admittedly launched College Visit Planner, a tool that enables students and their parents to create a plan online for visiting multiple colleges, including schedules and timetables, approximate trip costs, directions, and more. They have also recently launched their new Admittedly App, which is available for download on Apple and Android devices. The app features School Discovery and Personality Discovery sections, where students can find schools they're interested in and learn what type of student they truly are. The company is headquartered in New York, United States.",,,http://twitter.com/admitted_ly,http://www.facebook.com/admitted.ly,"51,430"
Digital Harbor Foundation,https://www.crunchbase.com/organization/digital-harbor-foundation,http://www.digitalharbor.org/,"Education, Non Profit","Education, Other","The non-profit Digital Harbor Foundation fosters innovation, tech advancement.","Digital Harbor Foundation is comprised of people who love what they do and work hard day-in and day-out to make a difference in the lives of the youth they serve. They think hard about education, technology, and innovation, and work even harder to overcome the socio-economic barriers that impede forward progress for too many. They are not perfect but they care about their work and give it everything they have every day.",,,http://twitter.com/DHFBaltimore,https://www.facebook.com/digitalharbor,"51,443"
Daymaker,https://www.crunchbase.com/organization/communigift,http://www.daymaker.com,"E-Commerce, Education, Gift Card, Sponsorship","Commerce and Shopping, Education, Financial Services, Sales and Marketing",Daymaker is a kid to kid giving platform that helps parents share the good of giving.,"Daymaker is a peer-to-peer gifting platform that helps parents share the joy of doing good with their children. Thousands of kids are using Daymaker on their birthdays to ask guests to donate a gift online while they RSVP to the party. Daymaker’s platform is designed to make philanthropic giving tangible, real and relatable so little kids understand the big difference they can make. Daymaker works with nonprofits such as Boys and Girls Club, The Salvation Army, and Volunteers of America to provide donors the ability to help specific children. The company works with manufacturers such as TOMS, Skip Hop, Seedling, and GoldieBlox to create wish lists for the children being helped. Over 8,000 people have given a gift through Daymaker in the past year, helping 10,000 kids from all over the country.",https://www.linkedin.com/company/daymaker-giving/,,http://twitter.com/communigift,http://www.facebook.com/CommuniGift,"51,521"
Shift Network,https://www.crunchbase.com/organization/shift-network,http://theshiftnetwork.com,"E-Learning, Education, Women's","Community and Lifestyle, Education, Software","Shift Network is an internet-based transformational education firm covering areas from spiritual growth to enlightened business, and more.","The Shift Network, Inc. empowers a growing global movement of people who are creating an evolutionary shift of consciousness that in turn leads to a more enlightened society, one built on principles of sustainability, peace, health, and prosperity. Through our online Summits and Courses we have already served more than 200,000 worldwide who are committed to shifting our world’s operating system. Please join us as we create events, programs, and activities that help us evolve! The Shift Network was founded and launched its first event in February of 2010.",http://www.linkedin.com/company/the-shift-network,,http://twitter.com/theshiftnetwork,http://www.facebook.com/shiftnetwork,"51,581"
ForgeNow,https://www.crunchbase.com/organization/forgenow,https://forgenow.com/,"Education, Skill Assessment, Training",Education,ForgeNow offers training programs to solve the huge demand for skilled employees.,"ForgeNow offers training programs to solve the huge demand for skilled employees. The company's professional instructors know their industries inside and out and offer training. The company was founded by Marvin Key and Rob Holmes and it is based in Dallas, Texas",,,,https://www.facebook.com/ForgeNowAcademy,"51,713"
Sibme,https://www.crunchbase.com/organization/sibme,https://sibme.com/,"Consulting, E-Learning, Education, Software, Universities","Education, Other, Professional Services, Software",Online Video Coaching and Collaboration Platform to Improve Professional Practice,"Sibme is an online video coaching and collaboration platform to improve teacher practice in schools, districts, teacher prep programs, and education-related organizations.",http://www.linkedin.com/company/2750172,,http://twitter.com/SibmeApp,http://www.facebook.com/sibmeapp,"51,918"
School Innovations & Achievement,https://www.crunchbase.com/organization/school-innovations-achievement,http://sia-us.com,"E-Learning, Education, Enterprise Software, Software","Education, Software","SI&A offers streamlined administrative software and services that improve attendance, streamline processes, and fulfill state obligations.","School Innovations & Achievement was founded by Jeff Williams in February of 2003. Williams started School Innovations & Achievement with the intent to bring products and services to the education system. Growing from back-office facilitators at most of California’s school districts and county offices of education, into creators of unparalleled products and services; most notably Attention2Achievement (A2A) which is a software solution working in over 1,400 districts and serving nearly 1 million students by creating a culture of achievement. School Innovations & Achievement’s products and services are strengthening the partnership between schools and homes: increasing parent communication, recovering learning time, improving graduation rates and closing the achievement gap.",http://www.linkedin.com/company/school-innovations-,,,http://www.facebook.com/pages/School-Innovations-Achievement/396,"52,089"
Jubi,https://www.crunchbase.com/organization/jubi-2,http://getjubi.com,"Big Data, Content, Education, Internet, Knowledge Management, Software, Training","Administrative Services, Data and Analytics, Education, Internet Services, Media and Entertainment, Other, Software",A leading innovator of digital learning,"Jubi, Inc., is a leading innovator of digital learning whose enterprise software increases an organization’s productivity by improving its employees’ skills and workplace performance.  The Company’s cloud-based platform revolutionizes the effectiveness of content delivery by accelerating knowledge acquisition and application, and enhancing the overall digital learning process.  Jubi transforms learning from an event to a process that motivates individuals and galvanizes corporations to attain higher levels of skill, achievement, and productivity.  Through its proprietary platform, the Company (i) transforms any subject matter (e.g., leadership, sales, etc.) into a highly engaging learning experience; (ii) allows an organization to validate and measure its adoption among its employees and; (iii) provides a rich bed of analytics for continuous optimization.",https://in.linkedin.com/company/jubi-inc-,,https://twitter.com/getjubi,,"52,090"
Precise.ly,https://www.crunchbase.com/organization/precise-ly,https://precise.ly/,"Education, Software","Education, Software",Precise.ly is a developer of a digital platform designed to track and analyze personal health.,"At Precise.ly, the company believes in the power of personal data and that it should be owned and controlled by you. We will never intentionally expose it, share it, or sell it without your explicit consent. We are the stewards of your data—we’ll hold it securely for you but also make it easy to share, when you’re ready. We’re excited to take this journey of personal discovery together.",https://www.linkedin.com/company/we-are-curious-inc-/,,https://twitter.com/PreciselyWell,,"52,105"
The Poynter Institute,https://www.crunchbase.com/organization/the-poynter-institute,http://www.poynter.org,"Apps, Education, Mobile","Apps, Education, Mobile, Software",The poynter institute is a mobile app developer company and developed an app Help! For writers.,The poynter institute is a mobile app developer company and developed an app Help! For writers. This company was founded in 1969. These apps are compatible wih iPod touch and iPhone.,https://www.linkedin.com/company/the-poynter-institute,,http://twitter.com/Poynter,http://www.facebook.com/Poynter,"52,105"
Because Learning,https://www.crunchbase.com/organization/ardusat,https://www.becauselearning.com/,"EdTech, Education, Language Learning","Education, Software",Because Learning provides a hands-on STEM program for schools and homes,"Because Learning is an education technology company that provides the unique opportunity to connect the universe to the classroom. With our next generation learning resources, students can over 120+ experiments from collecting their own data from using our hands-on sensor kit and lesson platform. We provide teachers with STEM curriculum resources, professional development, and hands-on materials that give students an experience that is truly out of this world.",https://www.linkedin.com/company/ardusat,,https://twitter.com/becauselearning,https://www.facebook.com/BecauseLearningEdu/,"52,118"
SecureNet,https://www.crunchbase.com/organization/securenet,http://www.securenetinc.com,"Education, Electronics, Security","Consumer Electronics, Education, Hardware, Privacy and Security",SecureNet Payment Systems provides secure payment processing solutions for merchants.,SecureNet is a privately owned and operated security systems integrator and installation contractor. SecureNet designs and installs security and data solutions utilizing the finest product lines in the electronic security marketplace.,https://www.linkedin.com/company/securenet-inc.,,,https://www.facebook.com/pg/Securenet-1663504217251267,"52,175"
WestEd,https://www.crunchbase.com/organization/wested,http://www.wested.org/,"Communities, Ediscovery, EdTech, Education, Non Profit","Community and Lifestyle, Education, Internet Services, Other, Software","WestEd, a national nonpartisan, nonprofit research, development, and service agency.","WestEd, a national nonpartisan, nonprofit research, development, and service agency, works with education and other communities to promote excellence, achieve equity, and improve learning for children, youth, and adults. WestEd has 16 offices nationwide, from Washington and Boston to Arizona and California. Our corporate headquarters are in San Francisco. We hire curious, diverse people with a passion for learning. More than half of our staff hold advanced degrees. Our culture is professional, responsible, reliable, and polite. We expect you to make a significant contribution and do a good job. To help you meet those expectations, we provide tools, training, and a well-defined career path. Our benefits are designed to support your long-term health, productivity, and work-life balance.",http://www.linkedin.com/company/wested,,http://twitter.com/WestEd,http://www.facebook.com/WestEd,"52,221"
Motion Math,https://www.crunchbase.com/organization/motion-math,http://www.motionmathgames.com,"EdTech, Education, Mobile","Education, Mobile, Software",Motion Math is a developer of engaging educational games that helps children find delight in intellectual challenge.,"Motion Math is a developer of engaging educational games that helps children find delight in intellectual challenge. The company's visual, adaptive games help students master the most challenging K-6 standards. Based on growth mindset research, Motion Math builds math fluency, conceptual understanding, and a love of challenge. It was established in 2010 and is headquartered in San Francisco, California.",https://www.linkedin.com/company/motion-math/,,http://twitter.com/motionmath,http://www.facebook.com/motionmath,"52,311"
Uvize,https://www.crunchbase.com/organization/uvize,http://uvize.com,"EdTech, Education, Enterprise Software, Information Technology, Internet","Education, Information Technology, Internet Services, Software","Uvize offers a comprehensive platform that features support mentor networks, one-on-one and group mentoring.","From enterprise mentorship programs to entrepreneurship accelerators and everything in between. Uvize creates meaningful mentor relationships.  \Our online platform facilitates and guides high-impact connections, allowing mentors to give back, protégés to be their best, and businesses and organizations to optimize the potential of their teams.",http://www.linkedin.com/company/uvize-inc,,http://twitter.com/uvize,http://www.facebook.com/pages/Uvize/153019591451334,"52,352"
ScootPad Corporation,https://www.crunchbase.com/organization/scootpad-corporation,http://scootpad.com,"E-Learning, Education, Online Portals","Education, Internet Services, Software",ScootPad is an adaptive learning platform delivering a personalized learning experience for K-5 students.,"ScootPad is an adaptive learning platform for Common Core Standards in Grades K-5 (Math, Reading, Spelling, Vocabulary, Writing etc.). ScootPad delivers continuously personalized learning experience for each student enabling comprehensive practice, accelerated progress and rapid concept mastery. ""Truly, SCOOTPAD has been a blessing to me and my students. Ever since we discovered this app, our class has worked hard daily to practice the Common Core Skills introduced in both Reading and Math. This app is AWESOME! WE LOVE IT!!!!!!"" - Michael Wesley Jr., 2nd Grade Teacher ""Scootpad is one of the best resources for keeping my child on track in both Reading and Math. The tests are the perfect length and the questions are geared appropriately.""  Amy Blair, Parent of 1st Grader, Ohio For more information, visit: http://ScootPad.com",http://www.linkedin.com/company/scootpad,,http://twitter.com/scootpad,http://www.facebook.com/scootpad,"52,592"
College Raptor,https://www.crunchbase.com/organization/college-raptor,https://www.collegeraptor.com/,"Career Planning, Education, Personal Finance","Education, Financial Services, Professional Services",College Raptor is a higher education technology company that simplifies the college search and application process.,"College Raptor is a higher education technology company that simplifies the college search and application process. The company matches students with schools based on their interests, fit and affordability, which helps more students succeed and receive better education for the money.",https://www.linkedin.com/company/college-raptor-inc-/,,https://www.twitter.com/collegeraptor,https://www.facebook.com/collegeraptor,"52,814"
Perceivant,https://www.crunchbase.com/organization/perceivant,http://perceivant.com,"Analytics, Education, Information Services, Information Technology, Software","Data and Analytics, Education, Information Technology, Software","Perceivant provides evidenced-based content, assessment, and real-time analytics that empower individuals and organizations.","Perceivant provides evidenced-based content, assessment, and real-time analytics that empower individuals and organizations to adapt in a fast-moving, competitive world. They are changing the way people learn and build self-management skills so that they can thrive personally and professionally. They are dedicated to giving universities, big and small companies, government agencies, and healthcare organizations the tools that perceive risk, increase workplace health and productivity, and effectively manage costs. They offer innovative, interactive educational software that changes the way college students learn and instructors teach. Data Dojo processes and correlates structured and unstructured data from any source. It is highly scalable and fast to deploy. Data Dojo is HIPAA compliant, which means that private data is safe and secure.",http://www.linkedin.com/company/2918465,,http://twitter.com/perceivant,http://www.facebook.com/perceivant,"52,912"
CottageClass,https://www.crunchbase.com/organization/cottageclass,https://cottageclass.com/,"Children, E-Learning, EdTech, Education, Marketplace, Parenting","Commerce and Shopping, Community and Lifestyle, Education, Software",CottageClass is a community marketplace for childhood education.,"CottageClass is a community marketplace for childhood education. They offer independent teachers the opportunity to build and sustain microschools, extracurricular enrichment, summer camps, and other community based programs for children ages 0-18. They use a data-driven approach to source supply to fill unmet demand in early childhood, afterschool (with 50% unmet demand) and homeschooling (an industry growing at 15% annually) At CottageClass learning experiences are diverse and reflect local and global priorities. They select their teachers based on their particular expertise and on the needs and values of their diverse populations.",https://www.linkedin.com/company/cottageclass/,,https://twitter.com/cottageclass,https://www.facebook.com/cottageclass/,"52,994"
Patheer,https://www.crunchbase.com/organization/patheer,https://www.patheer.com,"Analytics, Artificial Intelligence, Education, Enterprise Software, Human Resources, Machine Learning, SaaS, Software","Administrative Services, Artificial Intelligence, Data and Analytics, Education, Science and Engineering, Software",Re-Inventing Talent Development and Analytics,"Patheer is the leading talent development & analytics platform for building high-performing workforces. Our revolutionary approach leverages data analytics and machine learning to deliver an always-fresh, accurate insight into employee’s current skills, gaps, and career aspirations. Patheer nurtures career growth and engagement, personalizes and optimizes on-demand training delivery, and builds today’s employees into tomorrow’s committed leaders.",http://www.linkedin.com/company/patheer,,http://twitter.com/patheerinfo,https://www.facebook.com/patheerinfo,"53,047"
Twigtale,https://www.crunchbase.com/organization/twigtale,http://www.twigtale.com,"Education, Parenting, Publishing","Community and Lifestyle, Content and Publishing, Education, Media and Entertainment","Twigtale builds happier families through personalization and expert-fueled storytelling. Scripted by experts, Personalized by you.","Twigtale is the first company to provide parents with personalized, high-quality, accessible expert advice for every major transition a child undergoes, such as welcoming a new baby, moving, even experiencing death or cancer. The personalized stories are scripted by child development experts, then personalized by parents. The books are engaging for kids and a powerful playbooks for parents. Customers are parents, groups, partners & sponsors.",https://www.linkedin.com/company/twigtale/,,http://twitter.com/twigtale,https://www.facebook.com/twigtale,"53,112"
CypherWorX,https://www.crunchbase.com/organization/cypherworx,https://cypherworx.com/,"E-Learning, Education, Non Profit","Education, Other, Software",CypherWorX is an e-learning solutions company that partners with small businesses and non-profit corporations.,"CypherWorX is an e-learning solutions company that partners with small businesses and non-profit corporations. It partners with business-to-business, association, and CRM clients by providing holistic e-Learning solutions.  It was founded in 2009 and headquartered in Rochester, New York.",https://www.linkedin.com/company/cypherworx/,,,https://www.facebook.com/cypherworx,"53,163"
Codelicious,https://www.crunchbase.com/organization/codelicious,https://www.codelicious.com/,"EdTech, Education, SaaS","Education, Software","Curriculum Delivery via SaaS: software platform providing full-year, CUSTOMIZABLE, computer science curriculum for K-12","Codelicious provides full-year, CUSTOMIZABLE,  computer science curriculum for K-12. Codelicious courses support grade-level-differentiated learning pathways. By bringing Codelicious computer science curriculum into the classroom, teachers provide their students with opportunities to learn skills in collaboration, critical thinking, and problem solving.",https://www.linkedin.com/company/codelicious/,,https://twitter.com/codelicioushq,https://www.facebook.com/codeliciousHQ/,"53,199"
Digital Divide Data,https://www.crunchbase.com/organization/digital-divide-data,http://www.digitaldividedata.com/,"Education, Information Technology, Social Entrepreneurship","Community and Lifestyle, Education, Information Technology",Providing university education and employment opportunities by providing world-class outsourcing services.,"Digital Divide Data provides a competitive advantage in digital content to academia, corporations, governments, NGOs, publishers and libraries worldwide. We partner with our clients to seamlessly support a range of content processing services, including eBook production, print-on-demand file creation, handwriting transcription, newspaper and magazine digitization, data entry, survey digitization, and records management--plus offer a unique opportunity to make a positive social impact.",https://www.linkedin.com/company/37426,,http://twitter.com/digdivdata,https://www.facebook.com/digitaldividedata,"53,241"
Legacy Education,https://www.crunchbase.com/organization/legacy-education,http://www.legacyed.com/,"Continuing Education, Education, Higher Education",Education,Legacy Education offers programs that focus on the allied healthcare industry along with an emphasis on veterinary and business.,Legacy Education offers programs that focus on the allied healthcare industry along with an emphasis on veterinary and business.  Legacy Education was founded in 2009 and currently owns and operates 3 nationally accredited academic institutions across 5 campuses in California.,https://www.linkedin.com/company/legacy-education-inc/,,,,"53,336"
Code Galaxy,https://www.crunchbase.com/organization/launch-after-school-coding,https://thecodegalaxy.com/,Education,Education,Code Galaxy is a provider of of in-person classes and camps intended to help students grow and improve their computer programming skills.,Code Galaxy is a provider of of in-person classes and camps intended to help students grow and improve their computer programming skills.,https://www.linkedin.com/company/launchcoding/,,https://twitter.com/codegalaxy,https://www.facebook.com/thecodegalaxy/,"53,351"
BoardProspects,https://www.crunchbase.com/organization/boardprospects,http://boardprospects.com,"Education, Professional Networking, Professional Services","Community and Lifestyle, Education, Other, Professional Services",BoardProspects provides educational tools and resources to improve boardroom services.,BoardProspects is the online professional community dedicated to building better boards.  The company connects organizations and individuals while providing educational tools and resources to improve boardroom service.,,,http://twitter.com/boardprospects,,"53,401"
Spotlight,https://www.crunchbase.com/organization/spotlight-3,http://www.spotlight-education.com,"Analytics, Business Intelligence, Education, SaaS, Software","Data and Analytics, Education, Software",Spotlight's SaaS platform converts data into easy-to-understand language in narrative text reports or personalized videos.,"Business intelligence company currently focused on education. Proprietary software converts data into natural language for ""everyday users,"" either as narrative text-based reports or as personalized videos.  Early traction includes paid partnerships with some of the most significant players in education, including ETS, the College Board and NWEA, as well as major school systems, including Oakland Unified School District, Long Beach Unified and Green Dot Public Schools.",https://www.linkedin.com/company/spotlight-education,,https://twitter.com/spotlightedu,,"53,547"
PandaTree,https://www.crunchbase.com/organization/pandatree,http://www.PandaTree.com,"Education, Internet, Language Learning, Online Games","Education, Gaming, Internet Services",PandaTree vision is to be the preeminent trusted source of online language learning for kids globally.,"PandaTree offers live foreign language conversation practice for kids through 1-on-1 video sessions with hand-picked, native-speaking tutors. PandaTree's vision is to be the preeminent trusted source of online language learning for kids globally.",,,https://www.twitter.com/pandatreetutors,https://www.facebook.com/pandatreetutoring,"53,578"
Allbodies,https://www.crunchbase.com/organization/cycles-sex,https://allbodies.com/,"Education, Fitness, Health Care","Education, Health Care, Sports",A platform for modern health education.,Allbodies is a platform for modern health education.  Better health starts with knowledge.,https://www.linkedin.com/company/allbodies/,,,https://www.facebook.com/allbodieshealth/,"53,714"
UClass,https://www.crunchbase.com/organization/uclass,http://www.uclass.io/,"E-Learning, EdTech, Education","Education, Software","UClass enables district, school, and organization personnel to store, tag, organize, share, search, view, and download files.","UClass is a web-based content repository that enables district, school, and organization personnel to store, tag, organize, share, search, view, and download files. UClass’ curricular management and analytics solution provides students and teachers with access to a worldwide education network. It allows teachers to source new and relevant material, construct complete lessons, and portably store files. The system’s search engine, specifically engineered for educator needs, allows users to narrow resulting resources by filters such as grade level, subject, and file type. In addition to individual files and URL links, UClass also includes pre-packaged lessons containing lesson plans, formative and summative assessments, and multimedia links. UClass was launched in 2012 and is based in San Francisco, California.",http://www.linkedin.com/company/united-classrooms,,http://twitter.com/UClassEd,http://www.facebook.com/UClassDOTorg/info,"53,752"
Coursmos,https://www.crunchbase.com/organization/coursmos-eabe,http://www.coursmos.com/,"E-Learning, Education","Education, Software",Coursmos SaaS LMS is a leading-edge tool for organizing corporate learning.,"Provider of an online micro-learning platform designed for learning and teaching micro-courses. The company's online micro-learning platform provides micro-courses in the areas of personal development, business, technology, startups, health and beauty, spirituality, music, sports, and cooking as well as helps to share knowledge among employees and partners and organize corporate learning, enabling users to get the knowledge they need and share the knowledge they have.",https://www.linkedin.com/company/coursmos/about/,,https://twitter.com/coursmos,,"53,841"
Highlighter,https://www.crunchbase.com/organization/highlighter,http://highlighter.com,"Education, Finance","Education, Financial Services","Highlighter is an education publishing platform for publishing documents, with engagement features such as highlighting and commenting.","Highlighter aims to dramatically reduce the cost of textbooks while dramatically increasing student engagement on any online content. Highlighter's HTML5 reader allows professors/teachers to publish PDF and ePUB documents for free, accessible on any device, with unprecedented engagement by highlighting, annotating, commenting, sharing and saving over snippets of text.",http://www.linkedin.com/company/highlighter,,http://twitter.com/highlightercom,http://www.facebook.com/highlightercom,"53,989"
Bridge To College,https://www.crunchbase.com/organization/bridge-to-college,https://bridgetocollege.co,"Analytics, EdTech, Higher Education, Secondary Education","Data and Analytics, Education, Software","Bridge to College Inc is a research and data company that provides analytics to high schools and colleges, and college counseling support.","Bridge to College Inc uses a free survey to match students to colleges that are a social, financial, and academic fit.  Next, our team of researchers (PhDs and EdDs with expertise in higher education, race, machine learning, and organizational leadership) provides the data with research to colleges and high schools to support their admissions and counseling processes.",https://www.linkedin.com/company/bridge-to-college-inc/,,https://twitter.com/FindCollegeFit,https://www.facebook.com/BridgeToCollegeInc/,"54,168"
Student Loan Hero,https://www.crunchbase.com/organization/student-loan-hero,https://studentloanhero.com,"Education, Finance, FinTech","Education, Financial Services","Student Loan Hero is a web platform that provides support for organizing, managing and repaying student loans.","Founded in 2012, Student Loan Hero is a website that helps student loan borrowers find the best way to manage and repay student loans. We provide student loan borrowers with the tools and education they need to save money, eliminate debts faster, and make smart financial decisions. Our student loan dashboard, repayment plan builder, and calculators help student loan borrowers sync and manage their student loans, find out the best repayment options, and calculate different repayment methods. Student Loan Hero generates revenue through performance based advertising relationships with banking partners such as student loan refinancing companies. We are a remote company with headquarters in Austin, Texas.",https://www.linkedin.com/company/student-loan-hero,,https://twitter.com/studentloanhero,https://www.facebook.com/StudentLoanHero/,"54,312"
Splash Financial,https://www.crunchbase.com/organization/splash-financial,https://splashfinancial.com/,"Education, Financial Services, FinTech, Professional Services","Education, Financial Services, Other",Splash Financial is a financial education and student loan refinancing company that gives young professionals more financial freedom.,"Splash Financial is a financial education and student loan refinancing company that gives young professionals more financial freedom. It helps students refinance medical school loans into one simple payment, and offering financial flexibility during residency, with a $1 minimum monthly payment throughout the training. The company believes in educating customers to help find financial freedom.  The company wants students to be able to chase both career and life goals without worrying about student loan debt. Splash Financial was founded in 2015 and is headquartered in Cleveland, Ohio.",https://www.linkedin.com/company/splashfinancial/,,https://twitter.com/SplashFinancial,https://www.facebook.com/splashfinancial,"54,319"
LearningOnline.xyz,https://www.crunchbase.com/organization/learningonline-xyz,https://learningonline.xyz,"E-Learning, EdTech, Education, Language Learning","Education, Software","Learningonline.xyz creates learning solutions that contribute to happier, more fulfilled lives across borders.","LearningOnline.xyz Inc. loves creating online learning lifestyle solutions that help people build happier, more fulfilled lives. We believe that learning is the key to helping people improve their circumstances and environment, whether it is poverty, opportunity, or self-improvement; education is the answer. Each solution has a strong social mission. When you use any of our solutions, we give access to these products for free, distributed through one of our partner organizations that give someone else an opportunity to develop the skills they need to improve their life or support a worthy cause. Our Mission: Connect all people to learning opportunities that contribute to happier, more fulfilled lives. Our Vision: Make the world a better place through self-learning and development. Our Values: Always fair and with integrity, Socially responsible, Empowering people, Passionate about the learning process, Driven by intuitive innovation For more information about learningonline.xyz and its services visit https://learningonline.xyz",https://linkedin.com/company/learningonline.xyz,,https://twitter.com/LearnOnlineXYZ,https://facebook.com/learningonline.xyz,"54,494"
Rutgers University–New Brunswick,https://www.crunchbase.com/organization/rutgers-university-new-brunswick,https://newbrunswick.rutgers.edu/,"Education, Higher Education",Education,Rutgers University–New Brunswick  is a Higher Educational platform.,"Rutgers University–New Brunswick  is a Higher Educational platform.Rutgers University–New Brunswick is the flagship home of Rutgers, The State University of New Jersey. We are a leading national research university committed to excellence in teaching, innovative research across a broad spectrum of subjects, and service that improves our local, national, and global communities.",https://www.linkedin.com/school/rutgersnb/,,https://twitter.com/rutgersnb,https://www.facebook.com/pg/RutgersNB/about/?ref=page_internal,"54,509"
CourseNetworking,https://www.crunchbase.com/organization/coursenetworking,https://www.thecn.com/,"Career Planning, CRM, EdTech, Education, Information Technology, MOOC, Social Media, Software","Education, Information Technology, Internet Services, Media and Entertainment, Professional Services, Sales and Marketing, Software",CourseNetworking offers cloud-based learning tools and services for massive open online courses (MOOC) and classroom-based courses.,"CourseNetworking, LLC develops CN, an online tool for educators and students throughout the world to post and share information and educational materials through posting, and other communication and collaboration tools, as well as collaborate on homework and socialize with their worldwide connections. The company was founded in 2011 and is based in Indianapolis, Indiana.",https://in.linkedin.com/company/coursenetworking,,http://twitter.com/coursenetwork,https://www.facebook.com/CourseNetworking?fref=ts,"54,586"
Istation,https://www.crunchbase.com/organization/istation,https://www.istation.com/,"E-Learning, EdTech, Education","Education, Software","Istation is an award-winning, comprehensive, personalized learning program.","Founded in 1998 and based in Dallas, Texas, Istation (Imagination Station) has become one of the nation’s leading providers of richly animated, game-like educational technology. Winner of several national educational technology awards, the Istation program puts more instructional time in the classroom through small-group and collaborative instruction. Istation’s innovative reading, math, and Spanish programs immerse students in an engaging and interactive environment and inspire them to learn. Additionally, administrators and educators can use Istation to easily track the progress of their students, schools, and classrooms. station now serves over 4 million students throughout the United States and several countries.",https://www.linkedin.com/company/istation/,,https://twitter.com/Istationed?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.facebook.com/istationed/,"54,656"
Whooo's Reading,https://www.crunchbase.com/organization/whooo-s-reading,https://www.whooosreading.org,"EBooks, EdTech, Education","Content and Publishing, Education, Media and Entertainment, Software",Whooo's Reading is an online platform that empowers educators with actionable data to manage students' independent reading.,"Whooo's Reading is an online platform that enables educators and teachers to encourage, manage, and track students' independent reading abilities. It also helps students master reading, communication, and critical thinking skills. Whooo's Reading was launched in 2013 and is based in San Diego, California.",,,https://www.twitter.com/learn2earn,https://www.facebook.com/207395916063308,"54,726"
Kaizena,https://www.crunchbase.com/organization/kaizena,http://kaizena.com,"Education, Internet","Education, Internet Services",Students use Kaizena to request feedback on their work from teachers and other students.,"Students use Kaizena to request feedback on their work from teachers and other students. From hearing yourself play a wrong note on the piano to a baseball coach guiding your swing, feedback is everyone’s fundamental learning process: try, compare, try again. We extend everyone's natural approach to learning into the classroom.",https://www.linkedin.com/company/8316206?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1430906424909%2Ctas%3A%20Kaizena,,http://twitter.com/kaizenahq,https://www.facebook.com/kaizenahq/info?tab=page_info,"54,803"
Keedgo,https://www.crunchbase.com/organization/bemerz-software-inc,https://www.keedgo.com/,"Apps, Developer Tools, EdTech, Education, Enterprise Software, Project Management","Administrative Services, Apps, Education, Other, Software",Keedgo is a communication app for youth activities and afterschools,"Keedgo is an app for organzing afterschool activities. It connects afterschools and youth activity businesses with parents for scheduling, communication, discovery of new activities and closer connections. It offers kids activity in one place which allows fast scheduling, messaging, and sharing group member information for instant connections and updates. Keedgo is created, designed and developed by Bemerz Software Inc., a provider of software solution for after-schools and group-based youth activities.",https://www.linkedin.com/company/keedgo/,,https://twitter.com/keedgoapp,https://www.facebook.com/keedgo/,"54,815"
Tolstoy,https://www.crunchbase.com/organization/tolstoy,http://tolstoy.ai/,"Artificial Intelligence, Education, Machine Learning, Natural Language Processing, Text Analytics","Artificial Intelligence, Data and Analytics, Education, Science and Engineering, Software",Machine learning tools for your text.,Tolstoy uses AI to read very large amounts of text people would otherwise have to read.,https://www.linkedin.com/company/tolstoy/,,,,"54,847"
