Organization Name,Organization Name URL,Website,Industries,Industry Groups,Description,Full Description,LinkedIn,Hub Tags,Twitter,Facebook,CB Rank (Organization)
Beamm,https://www.crunchbase.com/organization/xiimo,http://www.beamm.me,"E-Commerce, Loyalty Programs, Mobile, Mobile Payments, Point of Sale, SaaS, Small and Medium Businesses","Commerce and Shopping, Financial Services, Mobile, Other, Payments, Sales and Marketing, Software","We build simple, smart and secure small business commerce systems.","Beamm is a cloud-based small business commerce platform. Beamm merchant solutions include cloud-based real-time inventory, smart point of sale, promotions engine and performance analytics. For consumers, Beamm mobile app enables discovery and online ordering with your favorite local merchants. Beamm's  customers include small and micro businesses like: Quick Service Restaurants Coffee Shops Retail Shops Bakeries Cafés Food Trucks Boutiques Specialty Food Shops Ice Cream Shops Frozen Yogurt Shops Wine Shops Pet Shops Candy Shops Juice Bars Spas Hair & Nail Salons Beamm's product and technology is distributed in a white-labeled manner by medium and large payment services distributors that are known as VAR (value-added resellers) and ISOs (independent sales organizations) that service and support between 2500 and 500,000 merchants (end customers). VARs and ISOs work with Beamm on a revenue-sharing basis reselling Beamm's solutions in a SaaS model to merchants. VARs and ISOs provide sales, Tier-1 support, training and trouble-shooting to merchants using their staff.",https://www.linkedin.com/company/beamm-inc-,,http://twitter.com/beammapp,http://www.facebook.com/beammapp,"49,836"
ChargeNet Stations,https://www.crunchbase.com/organization/chargenet,http://www.chargenetstations.com,"Clean Energy, CleanTech, Digital Marketing, Electric Vehicle, Energy Storage, Point of Sale, Power Grid, Software, Solar","Commerce and Shopping, Energy, Natural Resources, Sales and Marketing, Software, Sustainability, Transportation","SaaS, CleanTech, Electric Vehicle Supply Equipment, Distributed Energy Resources, Point-of-Sale, Grid Ancillary Services, Plant-based Foods","EV Fast Chargers in prime restaurant and retail locations are tough to come by, and are ever increasingly vital to supporting the accelerated growth of EVs on the roads. Right now, they’re not located in areas where EVs will use them the most.  Charging hardware can be costly to develop, purchase, install and maintain, and today's chargers are still largely too slow to support mid- to long-distance travel. Meanwhile, charging operators are dependent on razor thin margins, bartering kWh between consumers and grid operators, while grid operators are ill-prepared for the peak surges EV charging can create. This results in some of the dirtiest and most expensive, power being brought to bear, putting us at a greater risk of brownouts and blackouts thus making resiliency a necessity. Solar by itself is great and has demonstrated to provide positive long-term returns for some time, but without optimization from battery storage, and other sources, many of its potential benefits can be lost. Meanwhile, restaurant and retail customers are increasingly looking for safe ways to continue traveling while enjoying the brands they love, without necessarily having to wait in line inside the physical location.    ChargeNet’s patent-pending cloud based IP solves all these problems, and more, by optimizing and stacking these value streams into one consolidated solution built to scale for the EV and clean energy revolution, while maximizing returns for customers, partners and investors. Our competitive moat is that we use point-of-sale data to predict how long an EV driver will be at the charger and optimize charging arrays, solar, and energy storage to provide maximum returns by increasing operational efficiency.",https://www.linkedin.com/company/chargenet-stations/,,https://twitter.com/ChargeNetStnUS,https://www.facebook.com/ChargeNet-Stations-110371134115824,"50,276"
Rapid RMS,https://www.crunchbase.com/organization/rapid-rms,http://rapidrms.com/,"Cloud Management, Payments, Point of Sale, Retail, Retail Technology, Software","Commerce and Shopping, Financial Services, Hardware, Information Technology, Internet Services, Payments, Software",The first point-of-sale and inventory management system that runs on Apple iPads and integrates with gasoline pumps. ,"Rapid RMS is a comprehensive, cloud-based iPad point-of-sale system developed exclusively for liquor and convenience stores by a merchant like you so it’s hassle free, easy to use, inexpensive to operate and completely expandable – with free software upgrades for life!",https://www.linkedin.com/company/rapid-rms,,http://twitter.com/RapidRMS,http://www.facebook.com/Rapidrms,"51,012"
SkyWire,https://www.crunchbase.com/organization/skywire-media,http://www.skywire.com,"Enterprise Software, Mobile, Point of Sale, SaaS, SMS, Software","Commerce and Shopping, Internet Services, Messaging and Telecommunications, Mobile, Software",SkyWire provides enterprise-grade technologies for the hospitality industry.,"SkyWire provides enterprise-grade technologies for the hospitality industry. Its cloud-based solution set includes point-of-sale, spa, mobile marketing, and workforce management systems; all centered on its patented mobile marketing technology.",http://www.linkedin.com/company/149049,,http://twitter.com/SkyWireInc,http://www.facebook.com/SkywireInc,"53,604"
Gravity Payments,https://www.crunchbase.com/organization/gravity-payments,https://gravitypayments.com/,"Credit Cards, Point of Sale, Transaction Processing","Commerce and Shopping, Financial Services, Lending and Investments, Payments, Software",Gravity Payments exists to protect our community businesses from being overcharged and underserved by their credit card processing company.,"Gravity Payments is a credit card payment processing company that features lower costs, transparent, and services for community business owners. The values of the company are creative leadership, passion for progress, and responsibilities. The company offers its users with a wide range of credit card processing services and payment solutions such as credit card processing, POS systems, mobile payments, working capital financing, gift and loyalty cards, and analytics. It offers services for e-commerce businesses such as integration of POS hardware, software, and mobile payment processing, IPG solutions, hosted payment acceptance forms, card-not-present transactions, process mail and telephone orders, and PCI compliance. They integrate mobile devices with POS software that allows its users to accept credit card payments through iPhones, iPads, tablets, and other mobile devices. Its branded gift cards help increase sales by introducing new customers to its users’ businesses. Loyalty cards increase sales by rewarding customers and incentivizing repeat visits. Business analytics allows its users to see customer data to gain insight about them. Gravity Payments is a U.S.-based company that was founded in 2004 by Dan and Lucas Price.",http://www.linkedin.com/company/gravity-payments,,http://twitter.com/GravityPymts,http://www.facebook.com/gravitypayments,"53,689"
Punchey,https://www.crunchbase.com/organization/punchey,http://www.punchey.com,"Marketing, Payments, Point of Sale, SaaS, Software","Commerce and Shopping, Financial Services, Payments, Sales and Marketing, Software","Punchey, through its software in a box solutions, is the leading cloud-based point of sale system for businesses of any size and scale","Punchey is the leading POS and cloud-based payment system for consumer facing businesses looking to grow, organize, and become more efficient.",http://www.linkedin.com/company/punchey,,,,"56,608"
AMPTAB,https://www.crunchbase.com/organization/amp-tablet-solutions,http://amptab.com,"B2B, CRM, Mobile, Point of Sale, Retail Technology, SaaS, Software, Supply Chain Management","Commerce and Shopping, Hardware, Information Technology, Mobile, Other, Sales and Marketing, Software, Transportation",AMP is a developer of sales presentation software for suppliers and manufacturers.,"AMP is a developer of sales presentation software for suppliers and manufacturers. It creates apps and websites that connect all of the people and organizations in the supply chain from the commodity to the consumer. It reduces time, money, and redundancies so users can increase sales and back-office efficiencies. Because of its focus, the company's products, tools, and features are ready off the shelf with easy set-up. It was founded in 2012 and is headquartered in Seattle, Washington.",https://www.linkedin.com/company/amp-tablet-solutions-inc-?trk=company_logo,,https://twitter.com/AMPtab,https://www.facebook.com/AMPtablet,"57,863"
reach | influence,https://www.crunchbase.com/organization/reach-influence,http://www.reachinfluence.com,"Advertising, Analytics, Big Data, Digital Media, Email Marketing, Loyalty Programs, Marketing Automation, Point of Sale, Predictive Analytics","Advertising, Artificial Intelligence, Commerce and Shopping, Data and Analytics, Media and Entertainment, Sales and Marketing, Software",At [ri] they design and manage shopper engagement & loyalty marketing programs for independent retailers across the country.,"[ri] ﻿provides a platform for shopper engagement programs by uniting transaction data with electronic communications to deliver personalized messages and offers to your customers. Their team of IT, Design and Program Management specialists bring loyalty from vision to execution with the capacity to efficiently launch and manage new loyalty programs or assist in using collected data to deliver greater results.",http://www.linkedin.com/company/reach-influence,,http://twitter.com/reach_influence,http://www.facebook.com/pages/Reach-Influence/119451579094,"58,509"
ChargeAfter,https://www.crunchbase.com/organization/chargeafter,https://chargeafter.com/,"Financial Services, FinTech, Point of Sale","Commerce and Shopping, Financial Services",ChargeAfter is a market-leading Point of Sale Financing technology platform providing personalized financing from multiple lenders,ChargeAfter is a market-leading Point of Sale Financing technology platform that connects merchants and lenders to offer consumers personalized Point of Sale financing options at checkout from multiple lenders.,https://www.linkedin.com/company/chargeafter/,,https://twitter.com/chargeafter,https://www.facebook.com/ChargeAfter,"58,998"
OrderStorm,https://www.crunchbase.com/organization/orderstorm,http://www.orderstorm.com,"CRM, E-Commerce, E-Commerce Platforms, Enterprise Resource Planning (ERP), Point of Sale, Retail, Retail Technology, SaaS, Software, Unified Communications","Commerce and Shopping, Hardware, Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software",OrderStorm is a SaaS company that provides CRM and order management solutions for small and medium-sized enterprises.,"OrderStorm's unified commerce platform addresses the ""Amazon Threat"" for over 1.5M retailers and their suppliers. Like Quickbooks simplified finance and became the de facto accounting product across SMBs, OrderStorm aims to be the one application retailers rely on to deliver an elite customer lifetime experience. Like an affordable, easy to use Netsuite for small business, OrderStorm is made up of a number of business-critical modules including: •	Custom Order Management	 •	Service Center Operations	 •	Rental Mgmt	 •	Delivery Mgmt	 •	Customer Self-Service & Notifications	 •	Workforce Mgmt •	Inventory  •	Store-to-Store Transfer  •      POS  •      Custom Product Configurators  •	Shopping cart  •	CRM  •      and more... Retail is a highly fragmented industry. Our strategy is not to provide a one-sized-fits-all solution to a broad market, but instead use our platform to craft solutions that appear to be custom tailored for each specific niche.  To prove the strategy, we focused our initial GTM on the 15,000 badly underserved independent hardware stores in the US (ACE, TrueValue, Hardware Hank, etc...). With one junior sales rep we closed 157 stores in our first 15 months, and became the fastest growing software in ACE hardware's history.  In this niche, we aren't replacing other software, we're replacing manual processes and paper. Our impact is significant and immediate - most store owners get their payback in a few days. We typically improve customer satisfaction by more 30% and operational efficiency by over 34% in the first few months. The result: we significantly decrease customer, staff, and management frustration while increasing profitability.",http://www.linkedin.com/company/2567393,,http://twitter.com/OrderStorm,http://www.facebook.com/pages/OrderStorm-Inc/87040788761,"61,369"
SalesVu,https://www.crunchbase.com/organization/salesvu,http://www.SalesVu.com,"Cloud Computing, iOS, Mobile, Mobile Payments, Point of Sale, SaaS, Social Media Marketing, Software","Commerce and Shopping, Financial Services, Internet Services, Mobile, Payments, Platforms, Sales and Marketing, Software",SalesVu offers a SaaS-based POS system enabling users to make credit card payments via iPhones and iPads.,"SalesVu prides itself on developing innovative mobile and software-as-a-service solutions (SaaS) designed to make a direct impact to the bottom line for mobile and retail businesses.  The SalesVu mobile payment solution is designed to significantly improve efficiency for the mobile workforce. It is comprised of a payment application for the iPhone and iPad, which connects to a secure cloud-based infrastructure for centralized management, reporting, and marketing.  The SalesVu app allows mobile workers to process different types of transactions (cash, checks, credit cards, and gift cards) and automatically emails a receipt to customers. They send a free card reader to businesses who choose to process credit cards directly from their mobile device, and offer a low 2.7% rate on all credit card transactions (swiped or manually entered).  Their app connects to a comprehensive cloud-based infrastructure in order to seamlessly integrate operations, management, and marketing. The SalesVu.com cloud- infrastructure allows business owners to manage their entire business anywhere, update prices, products, services, customer data, and automatically beam the changes to mobile devices in the field. Managers can also monitor mobile transactions and visualize sales trends by employee, product, or time of day, gathering significant marketing insight thanks to SalesVu's enterprise graphing and reporting engine.  In addition to the operational benefits of the solution, SalesVu's patent-pending technology also integrates with Facebook so that businesses can share deals and generate buzz through their own customer base.  The elegance of the SalesVu solution allows it to be much more than just a mobile payment app and turns it into a complete end-to-end enterprise business solution. SalesVu is free for single person businesses and subscription-based for multi-employee businesses.",http://www.linkedin.com/company/salesvu,,http://twitter.com/SalesVu,http://www.facebook.com/pages/SalesVu/118019994908695,"62,502"
C-Trax,https://www.crunchbase.com/organization/c-trax,https://www.c-trax.com,"Cannabis, Point of Sale, SaaS, Software","Commerce and Shopping, Community and Lifestyle, Food and Beverage, Health Care, Software","We help CBD retailers sell products, manage inventory and accept payments","C-Trax is a SaaS start-up focused on addressing the specific needs of the CBD industry.  CBD retailers currently suffer from a lack of options when it comes to payment processing, inventory management, point of sale and CRM.  For the last year, we have been working with multiple retailers in the CBD industry to deliver a solution that not only solves these short term issues but helps navigate challenges that are on the horizon in this ever-evolving space.",https://www.linkedin.com/company/c-trax,,,https://www.facebook.com/CTRAXPOS,"70,596"
Patrontek,https://www.crunchbase.com/organization/patrontek,http://www.patrontek.com/,"Advertising, Loyalty Programs, Point of Sale","Advertising, Commerce and Shopping, Sales and Marketing",Patrontek develops an integrated platform intended to provide IT and mobile solutions for businesses.,"Patrontek develops an integrated platform intended to provide IT and mobile solutions for businesses. Patrontek offers customer loyalty and retention management, channel loyalty and reward management, employee loyalty and recognition management, mobile advertising, and brand promotion through a single business integration, allowing clients to accelerate performance, increase engagement, and improve retention.",https://www.linkedin.com/company/patrontek/,,https://twitter.com/PatronTek,https://www.facebook.com/PatronTek/,"71,985"
Paymily,https://www.crunchbase.com/organization/paymily,https://www.paymily.com,"Credit Cards, E-Commerce, Mobile, Mobile Apps, Payments, Point of Sale, QR Codes, Web Apps","Apps, Commerce and Shopping, Financial Services, Lending and Investments, Mobile, Payments, Software",Paymily is a cloud-based global technology company that provides cross-border mobile and online payments platform.,Paymily is a technology company that builds economic infrastructure for both online and brick-and-mortar stores. Paymily provides a fully integrated global payment platform that connects your business with global consumers.,,,,,"72,836"
Rezku POS Point of Sale for Restaurants,https://www.crunchbase.com/organization/rezku-pos-point-of-sale-for-restaurants,https://www.rezkupos.com,"Hospitality, Point of Sale, Restaurants, Software","Commerce and Shopping, Food and Beverage, Software, Travel and Tourism",Restaurant Point of Sale. Designed to save restaurants 1000's. iPad-based solution.,"Rezku makes quality restaurant apps that help restaurants run better. It provideS POS solutions, front of house software and reservation management.",,,https://www.twitter.com/rezkupos,https://www.facebook.com/rezkupos,"78,639"
PopPay,https://www.crunchbase.com/organization/poppay-inc,http://www.thepoppay.com,"Big Data, FinTech, Food and Beverage, Internet of Things, Marketing Automation, Point of Sale, Restaurants, Retail Technology","Commerce and Shopping, Data and Analytics, Financial Services, Food and Beverage, Hardware, Internet Services, Sales and Marketing, Software","PopPay is Simple, Secure, and Fast. It's more than a payment solution. Get check on your smartphone at your table and pay with PopPay","Awesome, High Frequency sound based quick payment service.  Have a check with microphone of your smartphone by Staff handling PopPay gadget. The check automatically pop up on the customer phone. Just pay at the table with mobile, not at the register Split payment is easy with just one button. Not just for payment, Pop-Analytics, loyalty Program is integrated. You can have coupon and mileage point from merchants. Merchant gets frequent-customers and new-customers with Pop Analytics. PopPay’s successfully developed with government R&D grant. PopPay is ready to go, it is under the pilot service with several franchise chain Headquaters.",,,,https://www.facebook.com/thepoppay/?ref=aymt_homepage_panel,"78,843"
C-sam,https://www.crunchbase.com/organization/c-sam,http://www.c-sam.com,"Mobile Payments, Point of Sale, Security","Commerce and Shopping, Financial Services, Mobile, Payments, Privacy and Security, Software",C-SAM creates enterprise-grade mobile wallets for payment and non-payment transactions.,"C-SAM's Vision is to transform the world of transactions, significantly improving convenience, security, flexibility and transparency through new technology and innovation.",http://www.linkedin.com/company/c-sam,,http://twitter.com/C_SAM_Inc,http://www.facebook.com/csaminc,"80,707"
TransactionTree,https://www.crunchbase.com/organization/transactiontree,http://www.transactiontree.com,"Digital Marketing, E-Commerce, Information Technology, Marketing, Point of Sale, Retail","Commerce and Shopping, Information Technology, Sales and Marketing",TransactionTree is a provider of digital receipt solutions for the retail industry and other transaction-oriented enterprises.,"Receipts the new Digital Canvas! TransactionTree™ is the leading provider of digital receipt solutions for the retail industry and other transaction-oriented enterprises. Based in Atlanta, Georgia, TransactionTree™ was established in 2008 by forward-thinking, green-thinking innovators seeking technological solutions to common environmental business challenges in ways that also increase sales and cement customer loyalty. Today, TransactionTree transforms every sales receipt into an opportunity to increase customer satisfaction, support loyalty programs, and enhance relationships while reducing retailers' carbon footprint. Transactional e-mail messages and online access pleases customers, because they avoid handling BPA-tainted thermal receipt paper, plus they can organize, store, and retrieve their digital receipts anywhere, anytime. At the same time, e-mail receipts save business owners from using as much receipt paper. Digital receipts also give business owners dynamic, personalized content regarding their customers' contact information and preferences.",http://www.linkedin.com/company/transactiontree-inc,,http://twitter.com/transactiontree,http://www.facebook.com/NoMoPaper,"84,735"
Port It Global Inc,https://www.crunchbase.com/organization/port-it-global,http://www.portitglobal.com/home.html,"Communities, Crowdfunding, Financial Services, FinTech, Point of Sale","Commerce and Shopping, Community and Lifestyle, Financial Services",Port It Global is building the world's first end-to-end smartphone data-driven platform for the under-banked.,"Over the past decade, financial inclusion has risen as a global priority.  Extending affordable, effective, and client-centric financial services, especially to low-income populations and small businesses, creates countless opportunities—allowing individuals to put food on the table, afford better health care, start a business, or save for retirement.  For governments, financial inclusion lays the foundation for stability and inclusive economic growth  For the global community, financial inclusion helps accelerate economic progress, reduce extreme poverty, and build shared prosperity. Together we can make a significant contribution to help increase financial inclusion with those people who are unbanked and that have a smartphone.",https://www.linkedin.com/company/portitglobal/,,https://twitter.com/portitglobal,https://www.facebook.com/portitglobal/,"87,566"
iConnectPOS,https://www.crunchbase.com/organization/iconnectpos,http://www.geticonnectpos.com,"Hardware, Point of Sale, Software, Windows","Commerce and Shopping, Hardware, Platforms, Software",iConnect is a Cloud Point of Sale Software Platform for Franchises and Multi Unit Chains,"iConnectPOS is a cloud-based point of sale software company. We create point of sale software for Windows, iOS, and web platforms. Our software is perfect for retailers, restaurants, salons, kiosks, and many other types of businesses. It is a very intuitive system that can be set up and operational in a matter of minutes. Optional hardware is also available for those needing a more robust system.",http://www.linkedin.com/company/ConnectBusiness,,http://twitter.com/iConnectPOS,http://www.facebook.com/iconnectpos,"87,779"
Sabor,https://www.crunchbase.com/organization/novaux,http://www.saborpos.com,"Payments, Point of Sale, Restaurants","Commerce and Shopping, Financial Services, Food and Beverage, Payments",Point of Sale built for Restaurateurs in emerging Markets,"Sabor Point of Sale is a Full house restaurant system. They offer waiter tablets for quick ordering at the table, Chef Screen which displays orders in the kitchen on a tablet, and advanced wireless terminal that communicates with everything instantly. With their system in the entire restaurant they have access to a lot of data where they add value.",http://www.linkedin.com/company/novaux,,http://twitter.com/saborpos,http://www.facebook.com/saborpos,"89,477"
Cin7,https://www.crunchbase.com/organization/cin7,https://www.cin7.com,"Computer, CRM, Enterprise Software, Information Technology, Point of Sale, SaaS, Software","Commerce and Shopping, Consumer Electronics, Hardware, Information Technology, Sales and Marketing, Software","Cin7 is an all-in-one, cloud-based solution with fully integrated inventory management, POS, EDI and 3PL functions in a single system.","Cin7 inventory management software is the smartest way for growing brands to sell more to more customers in more places. With extensive integration and workflow automation, Cin7 makes it easy to optimize inventory, manage orders, and maximize margins for every location and every sales channel that matters to you. Cin7 includes built-in POS, warehouse management and B2B eCommerce features, and built-in EDI for selling to major retailers around the world. Cin7 also integrates with online marketplaces, 3PL warehouses, as well as accounting, sales and marketing, inventory forecasting and other solutions you use to run your business. Visit Cin7.com for more information.",https://www.linkedin.com/company/cin7,,https://www.twitter.com/cin7online,https://www.facebook.com/Cin7online/,"91,171"
MobiMagic,https://www.crunchbase.com/organization/mobimagic,http://mobimagic.me,"E-Commerce, Mobile, Point of Sale, Software","Commerce and Shopping, Mobile, Software",MobiMagic develops an internet software platform that offers operation management services for point-of-sale software companies.,"MobiMagic is a new software platform enabling existing Point of Sale (POS) software developers seamless integration into the next-generation of mobile software and hardware. MobiMagic integrates restaurant and retail businesses pre-existing POS inventory and menu items with Apple iPhone, iPod Touch, and Google Android devices.  Our solution is designed to make restaurant and retail stores run more effectively.  MobiMagic offers POS developers a white labeled mobile ordering technology available for download on mobile digital marketplaces like Apple App Store. MobiMagic takes care of the customer billing, and provides an easy way for POS developers to track mobile connection sales.  In return the POS developer has a new product to offer their established client base without spending a tremendous amount of time and money in the development, design, and integration of a new mobile ordering technology.",,,http://twitter.com/mobimagicme,,"94,961"
WebOpenings,https://www.crunchbase.com/organization/webopenings,http://www.webopenings.com,"Beauty, Logistics, Personal Health, Point of Sale, Search Engine","Commerce and Shopping, Consumer Goods, Health Care, Internet Services, Transportation",Automated last minute appointments,"WebOpenings enables service businesses to broadcast last minute openings automatically for consumers to book.  We have created and implemented interfaces with Point-Of-Sale systems to automatically scan the business’ appointment book and identify openings.  WebOpenings delivers automatic yield management to SMBs. Initially focusing on its very strong home market - salon and spa, WebOpenings is planning to branch out into other verticals.",https://www.linkedin.com/company/webopenings,,http://twitter.com/webopenings,https://www.facebook.com/webopenings,"99,116"
Zuldi,https://www.crunchbase.com/organization/zuldi,http://www.zuldi.com/,"iOS, Mobile, Nightclubs, Payments, Point of Sale, Restaurants","Commerce and Shopping, Events, Financial Services, Food and Beverage, Media and Entertainment, Mobile, Payments, Platforms, Software",Zuldi extends Legacy Point-of-Sale systems to Mobile,"Zuldi is a next generation mobile payment processing system for restaurants, bars, and nightclubs that is integrated via cloud with major global POS (Point of Sale) systems. Patrons can split and pay for their bill/tab, and receive an email and/or sms of their receipt via mobile.  Zuldi is focused on enhancing the patrons experience through its technology, not distracting the patron or minimizing the importance of a well-trained wait staff.",http://www.linkedin.com/company/2471982,,http://twitter.com/zuldico,http://www.facebook.com/ZuldiCo,"100,158"
Mitten,https://www.crunchbase.com/organization/mitten,http://mittenpay.com,"Apps, CRM, iOS, Point of Sale, Retail, SaaS, Small and Medium Businesses, Software","Apps, Commerce and Shopping, Information Technology, Mobile, Other, Platforms, Sales and Marketing, Software",Customer Oriented CRM and Data Platform for SMB,"Mitten is an all-in-one business managing platform that replaces a cash register, terminal, POS system, CRM and inventory software",,,http://twitter.com/MittenPay,http://www.facebook.com/MittenPay,"102,154"
CoinBeyond,https://www.crunchbase.com/organization/coinbeyond,https://coinbeyond.com,"Bitcoin, E-Commerce, Enterprise Software, FinTech, Mobile Payments, Payments, Point of Sale, Retail Technology, Transaction Processing","Commerce and Shopping, Financial Services, Hardware, Mobile, Payments, Software","Modern Payment Processing, Simplified.",CoinBeyond provides a future-ready payment platform for Point-of-Sale and eCommerce. They make cutting-edge payment technology adoption simple for busy merchants so they can accept more ways to pay and provide their customers a modern multi-channel checkout experience.,http://www.linkedin.com/company/coinbeyond,,http://twitter.com/CoinBeyond,http://www.facebook.com/CoinBeyond,"105,930"
MOI INC,https://www.crunchbase.com/organization/moi-inc-2,https://www.moitime.com/,"Apps, Beauty, Communities, Mobile Apps, Mobile Payments, Personal Health, Point of Sale, Social Media","Apps, Commerce and Shopping, Community and Lifestyle, Consumer Goods, Financial Services, Health Care, Internet Services, Media and Entertainment, Mobile, Payments, Software","The Grubhub & opentable of the Beauty and Grooming Industry , browse, book pay and rate within seconds","The largest taxi cab company doesn’t own a single car, the largest hotel has no real estate and the biggest restaurateur doesn’t run a single kitchen.   MOI aims to be the largest “Spa/Salon”, “Barbershops” “Beauty” providers in the world without any rent, employees nor overhead. OpenTable & Grubhub Combined for the Beauty Industry; Browse, Book, Pay and Rate with the Swipe of a finger.MOI is an app allowing to connect in one place all the qualified spas salons and barbershops as well as freelance qualified and vetted artists and consumers.   MOI is an online booking aggregator of hair spa and beauty services that connects salons barbershops nail salons, etc... looking for customers with customers looking for grooming locations or at home services. MOI is about to launch in New York City in August 2017 . MOI is looking forward to launching in more cities in the coming year. MOI Inc. expects to launch its smart phone app allowing individuals to identify and book beauty services while conveniently identifying the specific services needed, whether it’s is a full service shaving, hair and makeup by either a professional coming to them, or at any salon or barbershops in any given geographical area, starting with NY Metro as our launching market with more than 18,000 salons and 2,000 barbershops. The “MOI” App is effortless to use, exciting and necessary. We aim to benefit both providers on the app, as well as our subscribers to become the “go – to” platform for beauty and grooming services. The company is currently only focusing on the New York market and intend to be the  principal app for the entire industry. in addition the company has a (point of sale) POS that is given for free to all salons interested in having a highly efficient system, this is the only develloped by a cosmetologist  Elana B, understandng the indsurty needs, the POS created is allowing to save money on receptionists and making them true hosts, as well as managing the calendar,  inventory, employees, and synchronizing all for free  with the app increasing bookings by 25% on average. MOI is an ambitious and advanced system taking into account (B2B needs) and B2C requirements, with qualified providers. the Only booking app rewarding exising loyal clients and exposing providers to new customers daily. MOI is an outlier of all the companies out there because it was created and envisioned by an insider to the industry Elana B, contrary to all the other platform that are created by individuals that do not understand the needs of the providers and their relationships to their customers.Nor really understand that clients need taillored services and obejctive reviews.",https://www.linkedin.com/company-beta/11028338/,,https://twitter.com/moi_time,https://www.facebook.com/moitime/?fref=ts,"106,438"
PushCoin,https://www.crunchbase.com/organization/pushcoin,http://pushcoin.com,"Biometrics, Education, Events, Mobile Payments, NFC, Payments, Point of Sale, Software","Biotechnology, Commerce and Shopping, Data and Analytics, Education, Events, Financial Services, Hardware, Media and Entertainment, Mobile, Payments, Science and Engineering, Software",PushCoin is a digital wallet for students and payments hub for K-12 public and private schools.,"PushCoin is a digital wallet for students and payments hub for K-12 public and private schools.  The platform helps schools effortlessly and inexpensively request and accept payments from parents and students online and on-premises. It consists of a responsive web portal, mobile apps, identification devices (RFID-enabled student ID, keyfob, wristband, barcode, keypad, thumb scan scanners), and a point of sale software.",,,http://twitter.com/pushcoin,http://www.facebook.com/pushcoin,"107,084"
PayEase,https://www.crunchbase.com/organization/payease,http://www.payeasenet.com,"E-Commerce, Mobile Payments, Point of Sale, Service Industry","Commerce and Shopping, Financial Services, Mobile, Other, Payments, Software","PayEase provides payment services that include mobile payments via SMS, internet banking, call centers and point-of-sales terminals.","PayEase is the foremost payment service provider in China, providing comprehensive payment services that include: mobile payments via SMS, internet banking, call centers and Point of Sales (POS) terminals. With offices around the globe, they continue to look for enhancement opportunities to ensure leadership in the industry. PayEase is delegated to provide a user friendly, cost-effective, and secured integrated payment platform. PayEase has the most extensive banking network, in alliance with 23 major banks in China which accounts for 90% of the banking industry, supporting 63 types of credit and debit cards plus Master, Visa, JCB, and American Express.",,,,,"110,041"
SkuRun,https://www.crunchbase.com/organization/skurun,http://skurun.com,"Advertising, Automotive, B2B, Brand Marketing, CRM, Enterprise Software, Mobile, Point of Sale, Retail, Software","Advertising, Commerce and Shopping, Information Technology, Mobile, Other, Sales and Marketing, Software, Transportation",SkuRun is a technology start-up focused on delivering precise marketing messages to mobile devices at retail.,"SkuRun motivates buying decisions in real time by leveraging the power and potential of beacon and mobile technology to deliver precise marketing messages in convenience store environments. SkuRun takes proximity marketing to the next level and enhances the engagement between manufacturing, retailers and consumers.",http://www.linkedin.com/company/skurun,,http://twitter.com/SkuRun,,"110,826"
Precision POS,https://www.crunchbase.com/organization/precision-pos,http://www.precisionpos.com/,"Information Technology, Point of Sale, Restaurants, Software","Commerce and Shopping, Food and Beverage, Information Technology, Software",Precision POS Software is a premier technology resource for restaurants.,"Precision POS Software is a premier technology resource for restaurants. Precision POS offers advanced tablet and cloud-based point-of-sale, on-line ordering, and various other supporting products for the restaurant industry and other related food and beverage industries.",,,https://www.twitter.com/jpiccolino,https://www.facebook.com/precision-pos-110176872331395,"112,624"
Mercury Payment Systems,https://www.crunchbase.com/organization/mercury-payment-systems,http://www.mercurypay.com,"E-Commerce, Financial Services, Information Technology, Point of Sale, Social, Software","Commerce and Shopping, Community and Lifestyle, Financial Services, Information Technology, Software","Mercury is a payment processing company pioneering the “Social POS,” which empowers merchants to identify, acquire and retain customers.","Mercury Payment Systems is one of the fastest-growing payment processing companies in North America. Mercury is a trusted, award-winning channel partner to over 500 point-of-sale (POS) Independent Software Vendors and 2,500 POS Value Added Resellers, delivering secure and reliable integrated payments and visionary technology leadership to the industry. Mercury is pioneering the ""Social POS,"" empowering its merchants to identify, acquire and retain customers through unique engagement and closed-loop measurement using Mercury's patent-pending SaaS mobile loyalty platform.",,,http://twitter.com/mercurypay,http://www.facebook.com/mercurypay,"114,644"
Tursus Software,https://www.crunchbase.com/organization/tursus-software,https://www.tursus.com/,"E-Commerce, Mobile Payments, Payments, Point of Sale, Software","Commerce and Shopping, Financial Services, Mobile, Payments, Software",Tursus Software is an e-commerce platform that provides its users with mobile point of sale and marketing applications.,"Most Mobile POS systems are ""one size fits all"" solutions like Square. Clover (owned by First Data) and Poynt represents the future of POS. They are open platform being sold by over 10K sales reps. The problem is that there's a dearth of quality apps. Tursus has become a leading partner for Clover by launching two successful apps (Customer Survey & Food on a Truck).  They're generating recurring revenue from both payments and software, acquiring new customers daily, and are expanding their offerings.",,,https://twitter.com/tursussoftware,,"120,814"
